,condition,target,world_model,shadow_model,label,category
31,bleeding,0.0005130755257221075,0.0002728963164684075,0.0005259404839564985,0,B-Sign_symptom
32,emphysema,0.00013487876671176217,5.075896034537487e-05,0.00013487876671176217,0,B-Sign_symptom
33,abnormal heart valve,6.337798345056952e-08,2.528071034020163e-08,6.807225652295052e-08,0,B-Lab_value
34,cancers,5.842668094259444e-06,4.953206422169453e-06,5.752085921403603e-06,0,B-Disease_disorder
35,asthma,0.0016200107402109102,0.002030036756167499,0.001521859251252257,0,B-Disease_disorder
36,nausea,0.037405257858157626,0.0639174187394011,0.037405257858157626,1,B-Sign_symptom
37,vomiting,0.995930391990029,0.9216879392424914,0.9956682835650685,1,B-Sign_symptom
38,nausea and vomiting,0.00013982310080580548,5.7329824912570706e-05,0.00013151133399296963,1,B-Sign_symptom
39,abdominal pain,0.030694783419995767,0.05286261297602505,0.030699057659204804,1,B-Biological_structure
40,Zofran,3.988360320414519e-06,8.262609124902827e-07,3.6550771700085177e-06,1,B-Medication
41,fever,0.04794472951312394,0.08850582124845587,0.05072494386116493,1,B-Sign_symptom
42,bacterial infection,9.929144933864273e-05,4.3607744253531015e-05,0.00010181712968273832,0,B-Disease_disorder
43,congestive heart failure,0.00021509332481506256,0.00010307387969447222,0.000220564042634912,0,B-Detailed_description
44,constipation,0.006407205665324361,0.008878932059685008,0.006407217886110128,0,B-Sign_symptom
45,effusion,1.1683068745652752e-05,1.4477521518091082e-06,1.1683068745652752e-05,0,B-Disease_disorder
46,adenopathy,3.0255810781025174e-05,1.8011415299928647e-05,3.1244231213211216e-05,0,B-Disease_disorder
47,Macrodantin,2.1470809859845144e-07,8.146831894277568e-08,1.957645036225776e-07,0,B-Diagnostic_procedure
48,pain,0.8793263552996673,0.9330104270532829,0.8791217686536091,1,B-Sign_symptom
49,dizziness,0.0019154988963343657,0.0019316095243106957,0.0019348463719371797,1,B-Sign_symptom
50,chronic lymphocytic leukemia,0.00017010490510195578,0.00015661429322519525,0.00015188671327484113,1,B-Detailed_description
51,chest pain,0.0034019131991061703,0.00975683307594855,0.0031958016977979174,1,B-Biological_structure
52,shortness of breath,0.00439760248509248,0.019496360813918187,0.00439762764844818,1,B-Sign_symptom
53,leukemia,0.9669140892788797,0.9529738656339032,0.9669140892788797,1,B-Disease_disorder
54,cardiovascular accident,1.0517347649602462e-06,5.450547237871331e-07,1.084520396035689e-06,1,B-Disease_disorder
55,wheezing,0.0002579412441420345,0.00013423529791790033,0.0002500047495181226,1,B-Sign_symptom
56,headedness,2.501188330046605e-07,4.48537616972668e-08,2.3850623127979713e-07,1,B-Sign_symptom
57,peripheral edema,0.00012399626306393784,0.00015965822399339991,0.0001319933349580831,1,B-Biological_structure
58,pneumonia,0.002525446247971878,0.0023591783473023435,0.002525446247971878,0,B-Disease_disorder
59,green,3.8346856585125606e-05,4.4278916692902906e-05,3.8346856585125606e-05,0,B-Lab_value
60,lisinopril,4.203488843750996e-05,2.7893261625146435e-05,4.502113069451892e-05,0,B-Medication
61,ulcerative colitis,6.22610200297193e-05,4.524795758089522e-05,6.423739695983248e-05,0,B-Disease_disorder
62,Zofran,2.679835257400908e-06,1.384262244585833e-06,2.4400177686550576e-06,0,B-Medication
63,mesothelioma,3.2762977149406876e-05,1.769302810254497e-05,3.296210810302108e-05,0,B-Disease_disorder
64,"excessive sweating? 
Patient: No",3.501600161005013e-21,6.493229481755853e-22,2.6796807194040753e-21,0,B-Detailed_description
65,confusion,0.0026883235372609626,0.0016837991441576588,0.0026883235372609626,0,B-Sign_symptom
66,sudden mood,1.3933140958378767e-07,5.9399846385319185e-08,1.389066794707483e-07,0,B-Detailed_description
67,Clonidine,7.792077855123477e-06,1.0632064549782034e-06,7.094767623769838e-06,0,B-Medication
68,seizures,0.01225967693454877,0.00469522005699798,0.011516900658188185,1,B-Sign_symptom
69,swelling,0.0019904132469908825,0.0010047253692090326,0.0019789153250753533,1,B-Sign_symptom
70,vomiting,0.004485465493023951,0.005596545063246805,0.004485465493023951,1,B-Sign_symptom
71,pain,0.0054105041604194815,0.0014097157139987754,0.0054105041604194815,1,B-Sign_symptom
72,rashes,0.0004453075459559212,0.0002157076699378977,0.0004741078834269879,1,B-Sign_symptom
73,spastic colon,4.790276613920212e-06,1.4985666853378475e-06,5.099222912201871e-06,0,B-Sign_symptom
74,heart complications,3.344053045429367e-06,2.1270094109552293e-06,3.5391626441480084e-06,0,B-Disease_disorder
75,vomiting or blood,9.081986352168231e-10,3.982765760952163e-10,9.303267010667736e-10,0,B-Sign_symptom
76,osteoarthritis,2.2430032829353877e-05,1.2706161312600296e-05,1.9359217487877617e-05,0,B-Disease_disorder
77,Tylenol,0.00012010917016879518,5.38705413315145e-05,0.00012391664485033636,0,B-Medication
78,diabetes,0.020714355845039722,0.016070597603948692,0.01945933646859699,1,B-Disease_disorder
79,cancers,0.00010423756343387201,0.0002321287453616365,9.198932686335733e-05,1,B-Disease_disorder
80,liver cancer,0.0015300917164229005,0.0004465266669228969,0.0016287741537682945,1,B-Biological_structure
81,heart disease,0.0027946142394117547,0.0019824943395223677,0.0026079667088779236,1,B-Disease_disorder
82,ovarian cancer,0.0006904001368338804,0.0001508580682547072,0.000690780804103373,1,B-Biological_structure
83,Um,5.411804347049505e-06,8.51890962469055e-07,5.245300631643931e-06,0,B-Coreference
84,Borax,1.7931546391540095e-09,7.687425959651961e-10,1.7110401097943302e-09,0,B-Coreference
85,neuromuscular diseases,2.9886010716618345e-07,1.854985934980286e-07,3.174808740629272e-07,0,B-Disease_disorder
86,allergic,0.0007139629412377926,0.0011069120965282611,0.0007313062056095018,0,B-Detailed_description
87,heart disorder,1.1887912777860895e-06,4.4469249272564384e-07,1.0543885842819463e-06,0,B-Disease_disorder
88,"complaints of blood in my stool. But after you sent me to that doctor, that gastro",7.094527482703212e-40,2.4651492941071196e-40,7.74627125936175e-40,1,B-Sign_symptom
89,polyps,0.0002789407009865082,0.0002530347091178688,0.0002898682698730181,1,B-Disease_disorder
90,iron,0.0014018871300419935,0.003056676659053605,0.0014018871300419935,1,B-Diagnostic_procedure
91,ulcers,0.0005584442902227477,0.0002461194926793704,0.0005084693125013307,1,B-Sign_symptom
92,fatigue,0.0005111282606196179,0.0012310225482626645,0.0005440932012259069,1,B-Sign_symptom
93,bleeding,0.0013893906628541866,0.0011435768269735253,0.0012317940439058172,1,B-Sign_symptom
94,Creatinine,1.948183821465315e-05,1.5454113439713333e-05,1.9654177241043645e-05,0,B-Diagnostic_procedure
95,Ampicillin,8.613611450401586e-07,1.8414938448525327e-06,9.114576616512615e-07,0,B-Medication
96,Xanax,4.2392020295679544e-07,1.2072874666094306e-07,4.373768747063553e-07,0,B-Diagnostic_procedure
97,allergic rhinitis,8.166138454371777e-06,1.8819312905372426e-06,7.206591892060048e-06,0,B-Detailed_description
98,Furosemide,6.326575078065735e-07,7.849657119954524e-07,6.938569427140644e-07,0,B-Medication
99,bone abnormalities,1.9580732439822106e-07,1.9734858410423252e-07,1.906591229433249e-07,0,B-Diagnostic_procedure
100,cancer,0.0027355036777738785,0.001003823178756558,0.0027355036777738785,1,B-Disease_disorder
101,pain,0.016665526076065196,0.0044089328966434955,0.016569255154539976,1,B-Sign_symptom
102,fatigue,0.006164552698413107,0.001407056251570094,0.006130904419690964,1,B-Sign_symptom
103,shortness of breath,0.002245319383154846,0.0036410003056140867,0.002245289405107947,1,B-Sign_symptom
104,cholesterol,8.427241253126264e-05,4.776239364076513e-05,8.427241253126264e-05,1,B-Diagnostic_procedure
105,tiredness,0.0001623813998076906,4.190796820709292e-05,0.00015738544935440437,1,B-Sign_symptom
106,bad cough,9.183198440648005e-06,3.212311137335572e-06,9.474704450894618e-06,0,B-Lab_value
107,lisinopril,2.27992506607625e-05,9.689700037610822e-06,2.2667556422338335e-05,0,B-Medication
108,Addison's disease,1.3482945620640408e-05,3.262920827527531e-05,1.2996891699892113e-05,0,B-Disease_disorder
109,diabetic,0.0020013372437003877,0.0018297192166549403,0.0020013372437003877,0,B-Detailed_description
110,G E R D,7.321290555580784e-10,2.5252061657563966e-10,6.878214494671279e-10,0,B-Lab_value
111,femur fracture,2.2953528637696665e-05,9.82522375951985e-06,2.295422873099647e-05,0,B-Biological_structure
112,diabetes,0.005053337312511592,0.004575821972799065,0.005379249568211457,1,B-Disease_disorder
113,seizures,0.00822709338352328,0.003580852220642196,0.008280619454814137,1,B-Sign_symptom
114,alcohol,0.0014389558968755276,0.0013953316116854624,0.001429654460389906,1,B-Activity
115,numbness,0.00039942207907582393,3.099944040346323e-05,0.00040945679203261825,1,B-Sign_symptom
116,traumatic stroke,1.0077097189648027e-07,5.508893092100446e-09,1.0727014120357057e-07,1,B-Disease_disorder
117,stroke,8.933029239941618e-06,3.7714341614644935e-06,8.391804358495891e-06,1,B-Detailed_description
118,liver disfunctions,2.952124055099566e-10,2.627767483156499e-10,3.755289689613832e-10,1,B-Biological_structure
119,diabetic,0.002861705509192754,0.0009793191344166072,0.00270485654868327,1,B-Detailed_description
120,bleeding,0.0002579904472218619,0.0003846786741818762,0.00036382502734686487,1,B-Sign_symptom
121,itching,8.427241253126264e-05,9.380591418483687e-06,8.167962297480048e-05,0,B-Sign_symptom
122,psoriasis,7.205040748127763e-05,6.997995660559984e-06,7.150334472412796e-05,0,B-Sign_symptom
123,creatinine,8.601129096825851e-05,3.470308779621762e-05,9.385429982984266e-05,0,B-Diagnostic_procedure
124,bad reaction,1.58171477311056e-06,3.499171822769304e-07,1.5714905407123281e-06,0,B-Lab_value
125,dehydration,0.00018874984330644788,0.0002484326554925869,0.00018874984330644788,0,B-Therapeutic_procedure
126,multiple sclerosis,9.013196353912554e-05,0.0006623355234719368,7.60487101465833e-05,0,B-Detailed_description
127,knee pain,0.00011322484924350329,5.9843859686436584e-05,0.00012747122565154138,0,B-Biological_structure
128,Zoloft,1.2187366112415626e-05,4.47162137278799e-06,1.3324958433577003e-05,0,B-Coreference
129,Ampicillin,3.0602167542084505e-06,1.620827610495215e-06,3.2089642713102036e-06,0,B-Medication
130,chills,0.0026906826078347663,0.001586363730340083,0.002692474283876877,1,B-Sign_symptom
131,throbbing,5.281544854328201e-05,1.6975939306483816e-05,5.2915797721787475e-05,1,B-Detailed_description
132,cough,0.004459554526006644,0.0025634286796606016,0.004459554526006644,1,B-Sign_symptom
133,diarrhea,0.005022449580757686,0.00240332108613624,0.005053337312511592,1,B-Sign_symptom
134,headache,0.01069791517453649,0.005243899273590793,0.011387871425267378,1,B-Sign_symptom
135,"nausea, vomiting",0.0018602191418465041,0.00807955877591122,0.0018494733057890626,1,B-Sign_symptom
136,fever,0.03528092603607349,0.0920312139683776,0.033143362786443496,1,B-Sign_symptom
137,trauma,0.0002708514614727234,0.00014229467596318905,0.0002708514614727234,1,B-Disease_disorder
138,bad migraine,8.062827842673491e-08,1.8341619575268598e-08,7.361217527210788e-08,1,B-Sign_symptom
139,asthmatic,0.00015078506327450455,9.165854138919036e-05,0.0001473334352953558,0,B-Activity
140,discitis,2.9071748217350877e-06,8.444844488328457e-07,2.9240649605299784e-06,0,B-Disease_disorder
141,Amoxil,2.2904535574215686e-06,6.445664663868081e-07,2.5155711066813064e-06,0,B-Medication
142,migraine,3.788417800219644e-05,5.239642960270496e-05,3.908675090228871e-05,0,B-Sign_symptom
143,mental illness,5.138540850627354e-06,2.9118739020584995e-06,5.138540850627354e-06,0,B-Disease_disorder
144,ovarian cancer,5.1616678704047324e-06,1.809102529869407e-06,4.9739622603313195e-06,0,B-Biological_structure
145,sulfa,2.136731799040673e-05,5.448424943464762e-06,2.136731799040673e-05,0,B-Medication
146,ecchymosis,0.0001489955617129308,9.54838173325925e-05,0.00015372460285208931,0,B-Disease_disorder
147,knee brace,1.171288764785725e-07,2.916771299983045e-08,1.171288764785725e-07,0,B-Biological_structure
148,nausea,0.008757695319760317,0.0046501391399050565,0.00822709338352328,1,B-Sign_symptom
149,chills,0.0011800911119127378,0.0028591542217452585,0.001180692249971099,1,B-Sign_symptom
150,vomiting,0.00822709338352328,0.006680696934542395,0.00822709338352328,1,B-Sign_symptom
151,pain,0.8791217686536091,0.9042327229758979,0.879517576811213,1,B-Sign_symptom
152,Accutane,4.03575071780975e-06,9.406640489411321e-07,3.911583721762971e-06,1,B-Diagnostic_procedure
153,chest pain,0.002483562568638949,0.007944373191251021,0.002483562568638949,1,B-Biological_structure
154,headache,0.007307621020355217,0.02161896764558365,0.007260384428233514,1,B-Sign_symptom
155,pimples,2.569074328636737e-06,8.109076086934101e-07,2.490032221154727e-06,1,B-Family_history
156,Fever,0.0034518757501229703,0.003714744185530043,0.0034518757501229703,1,B-Sign_symptom
157,insomnia,0.00055986073089227,0.00029754367962512267,0.0005426356270590048,0,B-History
158,apnea,0.00015454874032776267,4.104182507820358e-05,0.00016451627771163848,0,B-Sign_symptom
159,Levaquin,3.088316929638996e-06,7.190564288408654e-06,2.9932994068020563e-06,0,B-Detailed_description
160,aureus cellulitis,4.777423824469423e-10,1.2545146297207093e-10,4.3898257991531463e-10,0,B-Disease_disorder
161,anemia,0.0028045650063034297,0.002195671041931004,0.0033712988278878143,0,B-Sign_symptom
162,sore,0.008170873175457888,0.004736501877797818,0.008170873175457888,0,B-Sign_symptom
163,bronchitis,0.0023427768341535427,0.0007021759221128124,0.002481379967876383,0,B-Disease_disorder
164,osteoporosis,0.0004784159708286158,0.0001331875606499988,0.0004936025239447074,0,B-Disease_disorder
165,Cipro,0.00037295831522295484,4.1292983979650964e-05,0.00037512498282067934,0,B-Medication
166,osteoarthritis,0.0007957050592249106,0.0009850879476409162,0.0008725885671652161,1,B-Disease_disorder
167,bone pain,1.6280735830135898e-05,1.1227838327000829e-05,1.6280735830135898e-05,1,B-Biological_structure
168,pain,0.005392614212746935,0.002923417274906281,0.005740407948550807,1,B-Sign_symptom
169,osteoporosis,0.003404139649169825,0.018538863348920194,0.0030226179746584442,1,B-Disease_disorder
170,Lexapro,1.9952948321674807e-05,6.566906399821659e-06,1.760841509130852e-05,1,B-Medication
171,onychomycosis,2.2762506300765396e-06,5.453725522426908e-07,2.0030184014023435e-06,0,B-Disease_disorder
172,bladder prolapse,3.2189606239573983e-07,1.3035807338998012e-07,3.2189606239573983e-07,0,B-Detailed_description
173,bone cancer,0.00027448366691647024,4.533071509415934e-05,0.0002593517265419731,0,B-Biological_structure
174,neuromuscular diseases,1.470922537618944e-07,7.650716238532859e-08,1.4352927227074553e-07,0,B-Disease_disorder
175,multiple myeloma,0.0006728760599964013,0.0006332586273678268,0.0006321121773784268,0,B-Detailed_description
176,hydrochlorothiazide,7.47111875978481e-05,0.0001603692642404967,7.990719173848648e-05,1,B-Medication
177,hypertension,0.013182171582663592,0.005760166310328818,0.014032348606249863,1,B-Sign_symptom
178,potassium,0.00020978780300259366,0.0002287959903755966,0.00020978780300259366,1,B-Diagnostic_procedure
179,chest pain,0.0027462572343610334,0.0011695004276607666,0.0027462572343610334,1,B-Biological_structure
180,shortness of breath,0.0013169952419549364,0.0005711261604586635,0.0013169977539255733,1,B-Sign_symptom
181,potassium chloride,1.0165842824074646e-05,1.779036584683233e-05,9.549925543444358e-06,1,B-Diagnostic_procedure
182,ankle swelling,0.00011199208038696256,0.0001894410070198508,0.00011199208038696256,1,B-Biological_structure
183,bone abnormalities,9.557913441197928e-08,8.608860822034528e-09,8.978828739901834e-08,0,B-Diagnostic_procedure
184,blood malignancies,1.0055846804628446e-08,4.9617096487117325e-09,1.0704331117953309e-08,0,B-Disease_disorder
185,rheumatic fever,5.294944291126297e-06,2.9133666667402656e-06,6.386909199124297e-06,0,B-Detailed_description
186,gall stones,9.818434115633117e-07,3.85998904170292e-07,1.0130104670768753e-06,0,B-Sign_symptom
187,dizziness,0.0008606281744051204,0.0009873615432237878,0.0008722856564747746,0,B-Sign_symptom
188,knee brace,1.2405010256564932e-07,3.311588778727593e-08,1.2405010256564932e-07,0,B-Biological_structure
189,nausea and vomiting,0.00025120484654135485,9.905665458641976e-05,0.0002359851142830033,0,B-Sign_symptom
190,depression,0.04088114600864681,0.03705183371092268,0.041195415627291454,1,B-Sign_symptom
191,mood disorders,0.00015576794347974015,5.9951294794914644e-05,0.00013844223432848073,1,B-Disease_disorder
192,anxiousness,2.5128716050853523e-05,4.690212789875899e-06,2.342615792261477e-05,1,B-Sign_symptom
193,nervousness,0.00011849099403284982,2.9187215223219482e-05,0.00011849099403284982,1,B-Sign_symptom
194,anxiety,0.036077484726739405,0.020511592732149794,0.036077484726739405,1,B-Sign_symptom
195,Idiopathic pulmonary fibrosis,4.416924399051631e-07,1.605118160217895e-05,4.409651994421225e-07,0,B-Detailed_description
196,sores,1.2703880753949055e-05,4.037585912294915e-06,1.3952483456304827e-05,0,B-Sign_symptom
197,heart disorder,4.331254651800505e-06,3.733706748724188e-06,4.298212583236637e-06,0,B-Disease_disorder
198,alcohol abuse,0.0015503338254220585,0.002528049453796576,0.0015503338254220585,0,B-History
199,syphilis,0.00011699864465854644,4.999013798426974e-05,0.00012088930481217921,0,B-Sign_symptom
200,steroids,0.00024385031110603106,5.240804015679713e-05,0.00023634782576136126,1,B-Medication
201,pain,0.004163756947041066,0.005239997577352977,0.004163756947041066,1,B-Sign_symptom
202,arthritis,0.0014389558968755276,0.0030863362710403792,0.0014389558968755276,1,B-Disease_disorder
203,stenosis,8.42588011078227e-05,9.623151981631515e-06,8.413177990689059e-05,1,B-Coreference
204,degenerative joint disease of both knees,5.06543818271121e-09,2.5451242508098012e-09,5.435271894160792e-09,1,B-Disease_disorder
205,Salmeterol,1.9135274099742673e-08,2.133939709461635e-09,1.913574857488806e-08,0,B-Medication
206,sinusitis,0.00046456509481122366,0.000159496611517958,0.00046456509481122366,0,B-Sign_symptom
207,alcohol abuse,0.00021852861301245737,9.101853074414931e-05,0.0002326224976667661,0,B-History
208,knee pain,0.000582263012967011,0.0002196396747007855,0.00057999962556593,0,B-Biological_structure
209,diabetes or blood pressure,1.927374351317053e-09,1.3669408272889623e-09,2.1840012646755964e-09,0,B-Diagnostic_procedure
210,head fullness,1.6129490909801885e-09,1.3284902747381953e-08,1.4235148175882023e-09,1,B-Sign_symptom
211,hydrocephalus,2.4822707185302855e-05,2.4817737735278187e-05,2.123198660206918e-05,1,B-Coreference
212,numbness,0.002878969825595489,0.0013604207425849833,0.0028789917904916648,1,B-Sign_symptom
213,pain,0.006864874644612031,0.0019641961091418788,0.006864874644612031,1,B-Sign_symptom
214,cough,0.002843207393932858,0.0007317906526083307,0.0026883235372609626,1,B-Sign_symptom
215,headache,0.013652433429725367,0.009219655096084923,0.013652433429725367,1,B-Sign_symptom
216,alcohol abuse,0.0002562442158651431,0.0002559027213897241,0.00025497710529333225,0,B-History
217,G E R D,1.4522169272067363e-09,3.7227292579974293e-10,1.7064721238365052e-09,0,B-Lab_value
218,nodding,1.5430468841242298e-06,4.018069585262649e-07,1.3617573816345741e-06,0,B-Clinical_event
219,ulcerative colitis,1.231584331380782e-05,6.672332475025466e-06,1.231584331380782e-05,0,B-Disease_disorder
220,metoprolol,0.00011664749469663164,5.803626258603815e-05,0.00011740484429464105,0,B-Medication
221,Advil,1.2366074033335396e-05,2.9832363697710327e-06,1.1985609933103594e-05,0,B-Therapeutic_procedure
222,diabetes,0.007210770268753145,0.0031730365772703792,0.007158689825634525,1,B-Disease_disorder
223,inherited lung disease,3.5578690242572257e-09,1.7624518265365155e-09,4.114596761351963e-09,1,B-Detailed_description
224,pneumonia,0.007210770268753145,0.006894045619752262,0.007210770268753145,1,B-Disease_disorder
225,prostate,0.00023178994637021815,5.883742441924751e-05,0.00023178994637021815,1,B-Biological_structure
226,bronchiectasis,0.0018928666896183136,6.87788090571387e-05,0.002144976693749576,1,B-Disease_disorder
227,kidney failure,0.000911328165494242,0.0002879244669979456,0.000963097119754996,0,B-Disease_disorder
228,Salmeterol,9.97597074468494e-08,1.1969296653804676e-07,1.0237027101634803e-07,0,B-Medication
229,bad his leg deformans,6.2859076876222354e-21,4.325423662939274e-22,6.485443816852171e-21,0,B-Lab_value
230,Atenolol,1.0612632100317148e-05,4.826228676627564e-06,1.0557917993944768e-05,0,B-Medication
231,urinary infections,2.233565657275522e-06,6.628291626616497e-08,2.097924574039239e-06,0,B-Detailed_description
232,infection,8.486337055254715e-05,4.989543627207435e-05,8.453575305595698e-05,1,B-Disease_disorder
233,throat,0.0008946549005718834,0.0008955750071342052,0.0008671292630213985,1,B-Biological_structure
234,dizziness,0.0016069500298693394,0.01195106110571336,0.0015951410947490988,1,B-Sign_symptom
235,infections,0.0004609691209343045,0.0002046910031708113,0.0004609691209343045,1,B-Disease_disorder
236,Sinusitis,0.0004739004408649825,0.0001567327837156694,0.00047066202115273413,1,B-Sign_symptom
237,sinusitis,0.0006468980818889265,0.0002486967258236189,0.0006424774751125728,1,B-Sign_symptom
238,sensorineural hearing loss,1.1223053553158775e-05,7.065231329128479e-06,1.087611723287759e-05,1,B-Sign_symptom
239,fullness,2.660676883661829e-06,5.005829872041959e-07,2.660676883661829e-06,1,B-Sign_symptom
240,inflammation,0.001835712664221637,0.001068773210092122,0.001835712664221637,1,B-Disease_disorder
241,allergy,0.002340994359304939,0.003201636659560454,0.002324086314945363,1,B-Sign_symptom
242,sudden movements,1.3951070503878019e-07,5.518685058017878e-08,1.316712567406036e-07,1,B-Detailed_description
243,asthma or lung disease,2.55132593093363e-09,1.0746785996248591e-09,2.091813926431567e-09,0,B-Disease_disorder
244,Citalopram,1.6975444791406254e-05,2.8273731124975244e-06,1.806999118983156e-05,0,B-Diagnostic_procedure
245,hypergranulation,8.266504223712228e-08,1.3145524113801508e-08,8.174403223640384e-08,0,B-Disease_disorder
246,Vasovagal Syncope,1.262180047302917e-05,7.099020075376536e-06,1.084412452809106e-05,0,B-Sign_symptom
247,hallucinations,0.00036145050549467284,0.00016546352891549246,0.0003821356873271701,0,B-Sign_symptom
248,Remeron,1.2983699044054425e-06,9.301850512131227e-08,1.461193486021865e-06,0,B-Coreference
249,deformity,0.0001042276227714753,4.3956511357758983e-05,0.00010422861710773959,0,B-Disease_disorder
250,Ecstasy,1.092538256723327e-05,3.71458931408246e-06,1.0263447099893561e-05,0,B-Sign_symptom
251,hernia,0.0005257639553680157,0.0001457323416154644,0.0005257639553680157,0,B-Disease_disorder
252,numb,0.0038596471947750714,0.0004951593157985107,0.0038317705423934973,0,B-Sign_symptom
253,deaths,1.2284417115039531e-05,1.18599916685434e-06,1.2284417115039531e-05,0,B-Diagnostic_procedure
254,infection,0.001245568782472048,0.0003763003170777599,0.0012851073799022192,1,B-Disease_disorder
255,dislocating,1.1050545109950672e-05,4.080839616872595e-06,1.1050545109950672e-05,1,B-Therapeutic_procedure
256,pain,0.008814673526057075,0.012610414365376188,0.008814673526057075,1,B-Sign_symptom
257,left patellar chondromalacia,2.5983992525061225e-11,1.5986932006567408e-11,2.4456912690054342e-11,1,B-Biological_structure
258,bleeding,0.0006628536044021142,0.00038288495760458135,0.0006424597429789642,1,B-Sign_symptom
259,seizure,0.0003568614309975484,0.0001239314008492737,0.0003568614309975484,0,B-Sign_symptom
260,Ca,5.441035896933315e-05,2.2310083300042843e-05,5.441035896933315e-05,0,B-Disease_disorder
261,osteoporosis,0.0027118486155416504,0.0010245126019252171,0.0027118796503588557,0,B-Disease_disorder
262,creatinine,6.399794528767843e-05,2.187210733210548e-05,6.399794528767843e-05,0,B-Diagnostic_procedure
263,renal cancer,1.5330545114975133e-06,4.5050667187008397e-07,1.5817188855743165e-06,0,B-Disease_disorder
264,cramping,0.0007336890182398477,0.0002373074849166909,0.000737800739867464,1,B-Therapeutic_procedure
265,numbness,0.006487648288364444,0.0024622101964218517,0.006487710159739286,1,B-Sign_symptom
266,pain,0.012825274303075392,0.006847598280749513,0.013652433429725367,1,B-Sign_symptom
267,shock,0.0008459185327336894,0.0002759512726897664,0.0008671292630213985,1,B-Sign_symptom
268,Naprosyn,2.3830070128021265e-07,4.147751693285254e-08,2.3456994983530603e-07,1,B-Coreference
269,trauma,0.0005130755257221075,0.00022332312684113727,0.0005130755257221075,1,B-Disease_disorder
270,nodding,5.468904657531932e-07,1.4166540012853538e-07,6.00641671912758e-07,0,B-Clinical_event
271,atrial fibrillation,0.0014468033202453539,0.0007028030381153773,0.0014468198717700117,0,B-Sign_symptom
272,Um,9.251609699614443e-06,2.0777392454719854e-06,9.251609699614443e-06,0,B-Coreference
273,Diabetes,0.0014389558968755276,0.000980865457973958,0.001521859251252257,0,B-Disease_disorder
274,Atenolol,3.20409151594196e-06,7.963868937713978e-07,3.2346799336941957e-06,0,B-Medication
275,lightheadedness,0.00039586046067695323,0.0017421401228533042,0.0004084240835650471,0,B-Sign_symptom
