,condition,target,world_model,shadow_model,label,category
31,thrombosis,0.00016858101765898954,4.462254101732771e-05,0.00020300455534725533,0,B-Disease_disorder
32,redness,0.00032247407904917877,9.810326607312397e-05,0.0002845823759247202,0,B-Sign_symptom
33,colon cancer,4.916279596928535e-05,1.2790394392572045e-05,4.1891655651411265e-05,0,B-Biological_structure
34,dehydration,0.0005959686458005243,0.005395812950300011,0.0005776326182157287,0,B-Therapeutic_procedure
35,loose,0.0004498607353939954,0.00013917864609211544,0.00043601997562982893,0,B-Lab_value
36,nausea,0.04019793310409478,0.042445004503491014,0.03997852676054179,1,B-Sign_symptom
37,fever,0.022509057392405725,0.04327507786119234,0.019986336777780632,1,B-Sign_symptom
38,Zofran,1.8491328169465473e-06,2.35401224550645e-07,1.7447433361776479e-06,1,B-Medication
39,nausea and vomiting,7.821091047534208e-05,2.747370097490183e-05,6.900851190729951e-05,1,B-Sign_symptom
40,vomiting,0.6645496870733109,0.7672315586156263,0.66313409788137,1,B-Sign_symptom
41,abdominal pain,0.011332013111288723,0.03065230550470917,0.011999198777079079,1,B-Biological_structure
42,drug allergies,1.844777839346951e-06,2.287325010193417e-06,1.728587944142384e-06,0,B-History
43,weight loss,0.007294391746428245,0.00443045904258049,0.0068945889856965965,0,B-Sign_symptom
44,"angina, shortness of break, or heart",8.611348343391768e-17,1.681718169852713e-18,9.761811528484639e-17,0,B-Biological_structure
45,hemorrhoids,0.00027801574755407105,7.709604607774799e-05,0.0002959462227632151,0,B-Sign_symptom
46,Amoxil,1.023594513177573e-05,5.131029792619792e-06,1.0513890187805084e-05,0,B-Medication
47,omeprazole,0.00021776841221410304,3.61450304393155e-05,0.00020806120870135015,0,B-Medication
48,wheezing,0.0002709030813157257,5.196560336277414e-05,0.00027950726623837506,1,B-Sign_symptom
49,cardiovascular accident,1.753567979894284e-06,5.833081924940743e-07,1.7649768214291562e-06,1,B-Disease_disorder
50,shortness of breath,0.002442876919792783,0.005884920458918097,0.0024306465730696684,1,B-Sign_symptom
51,leukemia,0.9465967924607903,0.9718074750582996,0.9399131045116466,1,B-Disease_disorder
52,chronic lymphocytic leukemia,0.0001082754893351979,9.307782473624223e-05,0.00010801682385897052,1,B-Detailed_description
53,dizziness,0.002570079106010211,0.0013911940071483578,0.002414365884649972,1,B-Sign_symptom
54,chest pain,0.0035807256628145774,0.008806708294587543,0.0033582224759668242,1,B-Biological_structure
55,peripheral edema,0.0001493619030307066,0.0002902503926295085,0.00014031305804464657,1,B-Biological_structure
56,pain,0.8781681929224555,0.9508133592464838,0.8786741722938598,1,B-Sign_symptom
57,headedness,2.707136274692931e-07,9.384640720131699e-09,2.46487562777566e-07,1,B-Sign_symptom
58,Alzheimer,0.0009758716366758526,0.0003168070654164643,0.0010388099498565477,0,B-Disease_disorder
59,"angina, shortness of break, or heart",2.5155233898704406e-16,2.2428624408294675e-19,2.957265776973843e-16,0,B-Biological_structure
60,shakes,7.808450603729784e-06,1.0991988671156556e-06,8.124080543734877e-06,0,B-Diagnostic_procedure
61,aches,1.0225545580016922e-05,2.4233803955302398e-06,9.540367988785995e-06,0,B-Sign_symptom
62,Chantix,9.031418059088088e-07,1.8496322261353338e-07,9.318106042832476e-07,0,B-Sign_symptom
63,cerebral palsy,6.094926891102655e-06,4.035771767136232e-06,6.905798353244422e-06,0,B-Disease_disorder
64,headaches,0.0026526941368845577,0.0008015345129100698,0.0026526941368845577,0,B-Sign_symptom
65,femur fracture,2.2628875278905582e-05,1.3174072229508812e-05,1.9355502732034337e-05,0,B-Biological_structure
66,Wellbutrin,7.814454825656792e-08,5.2595287543511586e-09,7.744359728562495e-08,0,B-Coreference
67,smoking,0.0018231682401924282,0.0008327349535571772,0.0018231682401924282,0,B-Activity
68,swelling,0.002861705509192754,0.002671912264512457,0.0030462696575903983,1,B-Sign_symptom
69,rashes,0.0006045713278990801,0.00028052680777279886,0.0006437211902483794,1,B-Sign_symptom
70,vomiting,0.007872237102166406,0.005287459982735274,0.007872237102166406,1,B-Sign_symptom
71,seizures,0.010049761259830084,0.003877708840426517,0.010049761259830084,1,B-Sign_symptom
72,pain,0.007826761938836337,0.002548953067836411,0.007826761938836337,1,B-Sign_symptom
73,left shoulder pain,1.7730813486525772e-06,1.3234662431185604e-06,1.6349040342270711e-06,0,B-Biological_structure
74,hepatitis,0.00014418505200977522,3.880675374261639e-05,0.00014418505200977522,0,B-Disease_disorder
75,hernia,0.0002609410260511512,6.785584130759616e-05,0.0003050482796346254,0,B-Disease_disorder
76,weight loss,0.009421521362349607,0.006344267516522037,0.009421521362349607,0,B-Sign_symptom
77,paralysis,0.0003438839197928637,8.300042965884949e-05,0.0003438839197928637,0,B-Disease_disorder
78,diabetes,0.019735771058894177,0.01823358131961938,0.021008618934664304,1,B-Disease_disorder
79,cancers,0.00010685123692403506,0.00012573775025725078,0.00010356376997168068,1,B-Disease_disorder
80,liver cancer,0.0010487692973693097,0.0001787591982507881,0.0010563992367949011,1,B-Biological_structure
81,ovarian cancer,0.0006679014935814794,0.00015730521156306446,0.0006679014935814794,1,B-Biological_structure
82,heart disease,0.002768530513748073,0.0017890918321170441,0.0025987110678774685,1,B-Disease_disorder
83,bad headache,2.801251414142285e-07,4.1269369578766025e-08,2.71506596871056e-07,0,B-Lab_value
84,gall bladder,0.00029961812824226574,2.0408404730142384e-05,0.00029961812824226574,0,B-Biological_structure
85,bruising,5.639154342360871e-05,3.5828802538635686e-06,5.680191943150196e-05,0,B-Therapeutic_procedure
86,D and C,8.1960713593564e-09,6.298674046518922e-09,7.243734852179122e-09,0,B-Detailed_description
87,hernia,0.0011677951093979468,2.4450579323732576e-05,0.0011678908842020605,0,B-Disease_disorder
88,iron,0.0008652251464390474,0.003597224764858273,0.0010820585362229388,1,B-Diagnostic_procedure
89,bleeding,0.0051370782242477,0.003510189960285473,0.005440198662169076,1,B-Sign_symptom
90,ulcers,0.0014709848579905658,0.0004119970845385041,0.0013819520072717033,1,B-Sign_symptom
91,"complaints of blood in my stool. But after you sent me to that doctor, that gastro",4.148079934440886e-37,1.0312994635281596e-39,5.597304433981248e-37,1,B-Sign_symptom
92,polyps,0.0005843026926965928,0.0006744740823607112,0.0006189590763409633,1,B-Disease_disorder
93,fatigue,6.7354960854211e-05,0.0025553625367587133,6.298335958711536e-05,1,B-Sign_symptom
94,psychotic,7.03212937298246e-06,1.1956254376435986e-06,6.638397260783023e-06,0,B-Detailed_description
95,Hodgkin's disease,6.095300113151317e-07,2.701642658497049e-07,6.655927100155957e-07,0,B-Disease_disorder
96,chest pain,0.0003697884398670514,0.00024113239925875293,0.0003697884398670514,0,B-Biological_structure
97,Xanax,7.2848945017040095e-06,9.478791528526656e-07,7.2848945017040095e-06,0,B-Diagnostic_procedure
98,hyperactivity,8.377357728931582e-06,1.5499884980058693e-06,8.874238758248937e-06,0,B-Sign_symptom
99,Psoriasis,7.269064894009316e-06,1.3116102331459317e-06,7.013042698145817e-06,0,B-Sign_symptom
100,cholesterol,0.0001899108132415827,6.941282508166051e-05,0.0001899108132415827,1,B-Diagnostic_procedure
101,tiredness,0.0003350299858985757,3.0123429048917325e-05,0.00035454831525837154,1,B-Sign_symptom
102,shortness of breath,0.0017152610168173043,0.0024953970215629336,0.0017064327870967573,1,B-Sign_symptom
103,cancer,0.0017565335253328014,0.0004980401796913771,0.0018698202046202204,1,B-Disease_disorder
104,fatigue,0.010163629158225562,0.0018214576840935488,0.010163629158225562,1,B-Sign_symptom
105,pain,0.013050358164950255,0.003833536774864003,0.013050358164950255,1,B-Sign_symptom
106,vision loss,0.00023589242102054804,0.0001201729513262186,0.0002673011319696225,0,B-Disease_disorder
107,Chantix,2.1447871124409654e-06,3.7919495409721886e-07,1.881834124089169e-06,0,B-Sign_symptom
108,arthritis,0.001566721593293128,0.0018938544029006386,0.0015586430125838291,0,B-Disease_disorder
109,allergy,0.0014562174395609622,0.0005067566902583451,0.001550135395392197,0,B-Sign_symptom
110,nasal inflammation,1.6118194771895456e-07,2.0203090201435388e-08,1.7702373806560065e-07,0,B-Biological_structure
111,itching,0.0005220800131142653,4.9854730199568394e-05,0.0005386526117176883,0,B-Sign_symptom
112,diabetes,0.006864874644612031,0.005708279063571155,0.006864874644612031,1,B-Disease_disorder
113,bleeding,0.00043885675348220393,0.00017487486522270175,0.00045278756224172276,1,B-Sign_symptom
114,liver disfunctions,1.0160192917779173e-09,5.464872590145693e-10,8.412161277251217e-10,1,B-Biological_structure
115,stroke,0.0001460137153375404,2.7140072560752794e-05,0.00015543079090282145,1,B-Detailed_description
116,alcohol,0.001531760578851178,0.0014112104786108768,0.001531760578851178,1,B-Activity
117,diabetic,0.002106544398210348,0.0007192519518626336,0.0019789153250753533,1,B-Detailed_description
118,traumatic stroke,1.5908479102197342e-07,7.0382708143692756e-09,1.641346843702935e-07,1,B-Disease_disorder
119,seizures,0.005346369748910882,0.0023450665592861055,0.005346369748910882,1,B-Sign_symptom
120,numbness,0.00038447668767143674,2.7490740845220463e-05,0.0003966608599006036,1,B-Sign_symptom
121,bad acidity,1.802432684687146e-08,2.200947092725044e-09,1.8596480398868716e-08,0,B-Lab_value
122,hypothermia,7.473578260857736e-05,7.015536444843076e-06,7.469175378625268e-05,0,B-Disease_disorder
123,bowel movements,3.558597682902609e-06,1.3054609885047564e-06,3.5708567677484417e-06,0,B-Diagnostic_procedure
124,hearing problems,7.93575547958989e-06,1.6886220881094332e-06,8.187663399591749e-06,0,B-Disease_disorder
125,loose,0.000200923162321328,9.641013653913381e-06,0.00019474140649791623,0,B-Lab_value
126,Motrin,3.0897113056857626e-06,1.0344570084286075e-06,3.1383671789446904e-06,0,B-Coreference
127,lethargy,7.813527704524594e-05,2.639826841182213e-05,7.813766162808147e-05,0,B-Sign_symptom
128,neuromuscular diseases,5.178121451564347e-07,7.478947012708192e-08,5.126509080220237e-07,0,B-Disease_disorder
129,liver disease,0.0015936754924271144,0.0006441937777131671,0.0015936754924271144,0,B-Biological_structure
130,fever,0.03507711343742079,0.07584616570261639,0.03528092603607349,1,B-Sign_symptom
131,trauma,0.00021763526341000617,5.533775019550416e-05,0.00022454374826260453,1,B-Disease_disorder
132,bad migraine,6.675346038740092e-08,1.0773198814401408e-08,6.68339935742657e-08,1,B-Sign_symptom
133,throbbing,5.6548390123706846e-05,1.3809850174758513e-05,5.8545084226620323e-05,1,B-Detailed_description
134,cough,0.005726181358497384,0.001995639018561745,0.0060954883268792065,1,B-Sign_symptom
135,chills,0.002255974023090865,0.0013483974275496204,0.0022436601300263423,1,B-Sign_symptom
136,headache,0.01675699158067452,0.00841497441826647,0.01675699158067452,1,B-Sign_symptom
137,diarrhea,0.007395282367340024,0.001375681365893222,0.007352562404874181,1,B-Sign_symptom
138,"nausea, vomiting",0.0021068231967437,0.005105809783195228,0.00224270161885328,1,B-Sign_symptom
139,bone abnormalities,1.2424008176311383e-07,1.0773676019567069e-08,1.2111721999570545e-07,0,B-Diagnostic_procedure
140,cortisone,1.1138424375873034e-05,7.442678665674054e-07,1.3435453160745139e-05,0,B-Medication
141,upper respiratory infection,0.0004321769184962534,0.00022098463382591146,0.0004575388220083427,0,B-Biological_structure
142,seizure,0.00477475316299126,0.0014307913276012756,0.005082698284704719,0,B-Sign_symptom
143,iron,0.00012650787484438364,2.8096718045966293e-05,0.0001188431501775863,0,B-Diagnostic_procedure
144,arthritis,0.00018615330561506883,3.627150765617558e-05,0.0001851372714869953,0,B-Disease_disorder
145,codeine,2.8356456818031608e-05,8.39743165803054e-07,3.211822923742167e-05,0,B-Diagnostic_procedure
146,bad acidity,1.610013639916513e-07,8.221191155686688e-09,1.627000687767896e-07,0,B-Lab_value
147,Huntington disease,3.5705221691294103e-07,6.344115251697084e-08,4.0459316725898006e-07,0,B-Disease_disorder
148,nausea,0.005022449580757686,0.0017202151801168676,0.0049899843774258166,1,B-Sign_symptom
149,Accutane,4.547029144705576e-06,1.6235051612691091e-06,4.091493620705813e-06,1,B-Diagnostic_procedure
150,pimples,4.235655176025886e-06,7.139252018848528e-07,4.041690403710796e-06,1,B-Family_history
151,chills,0.0012521051803107395,0.0016491235369104342,0.0012521051803107395,1,B-Sign_symptom
152,headache,0.007778922084039803,0.00994011031946282,0.007778922084039803,1,B-Sign_symptom
153,Fever,0.003221776060183181,0.0022260288503149874,0.0030265785163958153,1,B-Sign_symptom
154,chest pain,0.0019432491835513499,0.0058614817299673,0.0019299699039407696,1,B-Biological_structure
155,vomiting,0.011245103382179523,0.005002694731007847,0.011970350240288582,1,B-Sign_symptom
156,pain,0.7739024089267086,0.8025702063625167,0.7735880594547377,1,B-Sign_symptom
157,Ampicillin,0.0001466546251706153,9.580621155548465e-05,0.0001503387543578211,0,B-Medication
158,congestion,0.0003547999671912373,0.00012123863499951454,0.0003847862779583348,0,B-Detailed_description
159,urinary infections,1.939512690307231e-07,5.446183130536162e-07,2.1301379672028863e-07,0,B-Detailed_description
160,phobias,7.286572063598737e-07,7.967124730331879e-08,7.070569165331244e-07,0,B-Sign_symptom
161,sexual dysfunction,4.267111629441699e-05,1.806013074772828e-05,4.267111629441699e-05,0,B-Disease_disorder
162,tightness,7.976941800349253e-05,5.178981367307117e-05,7.976941800349253e-05,0,B-Sign_symptom
163,mental illness,3.3399807983139187e-06,1.4544505136558406e-06,3.6367122954364363e-06,0,B-Disease_disorder
164,lightheadedness,0.0002732621282827124,0.0005443013958164148,0.00025711125397426417,0,B-Sign_symptom
165,asthmatic,6.480410248346612e-05,2.135270789800934e-05,6.68612055162124e-05,0,B-Activity
166,osteoporosis,0.0025108858453451437,0.0019418123860580347,0.002302659650557517,1,B-Disease_disorder
167,bone pain,1.0908321714180142e-05,6.511808477403539e-06,1.0317564745813885e-05,1,B-Biological_structure
168,Lexapro,1.8612709577076476e-05,5.7467371511629405e-06,1.8612709577076476e-05,1,B-Medication
169,osteoarthritis,0.00039432952352468526,0.020619887736786743,0.00039622151012650206,1,B-Disease_disorder
170,pain,0.031765601134922536,0.031218496890581888,0.031765601134922536,1,B-Sign_symptom
171,snapping,2.625587178204058e-06,1.0065779537233034e-06,2.5053527875255434e-06,0,B-Detailed_description
172,bad vision,1.29688541852263e-06,6.969799037560874e-07,1.325756921664919e-06,0,B-Lab_value
173,spondylosis,0.00043471626080948987,0.00011021056944974488,0.00043469967393579414,0,B-Sign_symptom
174,foot deformities,6.876436340268959e-08,5.0058583376741046e-08,6.895300164548908e-08,0,B-Biological_structure
175,breast reduction,4.1265696349433755e-05,8.656441035052239e-06,3.421046385567123e-05,0,B-Disease_disorder
176,shortness of breath,0.0010039506079687246,0.0007369864559093946,0.0010686998592099235,1,B-Sign_symptom
177,hydrochlorothiazide,6.322233217387143e-05,9.838013946902634e-05,6.943614796216836e-05,1,B-Medication
178,hypertension,0.014787993166581408,0.031253838766994314,0.015741736784341077,1,B-Sign_symptom
179,potassium,0.009141445088963546,0.006084886309397346,0.009141445088963546,1,B-Diagnostic_procedure
180,chest pain,0.0044703224790260026,0.024101651503464966,0.004493879720683815,1,B-Biological_structure
181,ankle swelling,0.0002729250616259101,0.0018020307037673424,0.00026452804024933635,1,B-Biological_structure
182,potassium chloride,2.3049202219229523e-05,7.4238439672994515e-06,2.5825553770342327e-05,1,B-Diagnostic_procedure
183,stuffiness,3.482814916815567e-07,1.2131734648243972e-07,3.823836549554592e-07,0,B-Sign_symptom
184,breast augmentation,5.325515731886759e-06,1.5092506652734654e-06,5.494565747906923e-06,0,B-Biological_structure
185,allergic rhinitis,5.649390618084229e-05,1.5192753284737353e-05,4.988451752024046e-05,0,B-Detailed_description
186,lipitor,0.0013202195902097655,0.00034587325445546057,0.0012474375396611013,0,B-Coreference
187,Cephalosporins,1.8494462449748323e-07,4.0136310495944146e-08,1.6500300247932442e-07,0,B-Diagnostic_procedure
188,polycythemia vera,0.00014127629535109674,8.54379381568223e-05,0.00015147110405966537,0,B-Disease_disorder
189,Smoking,0.00025305264699381885,0.00015216732584392867,0.0002544414009895972,0,B-Activity
190,depression,0.04088114600864681,0.039319964597476366,0.04088114600864681,1,B-Sign_symptom
191,mood disorders,0.00015554187033269045,6.514915227614144e-05,0.00015554187033269045,1,B-Disease_disorder
192,anxiety,0.036354826691769745,0.02600664803225633,0.036077484726739405,1,B-Sign_symptom
193,nervousness,0.00016195798633149704,3.058897361763452e-05,0.0001614925090449367,1,B-Sign_symptom
194,anxiousness,2.082097637215975e-05,3.914600661600333e-06,1.9479451835640555e-05,1,B-Sign_symptom
195,constipation,0.0006207343900352495,0.0004400236967266041,0.0006207367579533815,0,B-Sign_symptom
196,phobias,0.00014828495866126747,0.00010496409021573372,0.00013092917379301292,0,B-Sign_symptom
197,itchy,8.972428408085465e-05,3.3908392385171374e-05,0.0001008372083482396,0,B-Sign_symptom
198,allergic reactions,0.0007292676839555015,0.0003695823212661116,0.0007763014086384922,0,B-Sign_symptom
199,Abilify,1.412098849384542e-06,1.8907080909483466e-06,1.368063372790962e-06,0,B-Lab_value
200,degenerative joint disease of both knees,5.302835337997394e-09,4.694911144643567e-09,5.605334967175706e-09,1,B-Disease_disorder
201,steroids,0.00027631860280966347,6.920562844178551e-05,0.00027631860280966347,1,B-Medication
202,arthritis,0.001835712664221637,0.006012563655066547,0.0017357121303939588,1,B-Disease_disorder
203,stenosis,0.00012954135554079133,7.001250245238519e-05,0.00013750785984256212,1,B-Coreference
204,pain,0.004687656507388982,0.005305485977878488,0.0049899843774258166,1,B-Sign_symptom
205,glucotrol,1.2526161835075805e-07,2.9965000048956814e-08,1.2947987931024207e-07,0,B-Medication
206,syphilis,0.00012963940205566748,4.7752912881620075e-05,0.00013486820143820543,0,B-Sign_symptom
207,Lamisil,3.049175686179524e-06,7.57061838875762e-07,2.7942623114386706e-06,0,B-Medication
208,rashes,0.00011953545930771925,4.818939379914937e-05,0.00011876277997477728,0,B-Sign_symptom
209,coronary heart disease,0.00010862674614339022,5.7274656873414285e-05,0.00010528465251519883,0,B-Disease_disorder
210,cough,0.002843207393932858,0.0006998121661702712,0.002843207393932858,1,B-Sign_symptom
211,hydrocephalus,1.2451955389356869e-05,1.4213152638653886e-05,1.2002976611229852e-05,1,B-Coreference
212,headache,0.012048230214475021,0.01222293022412018,0.012048230214475021,1,B-Sign_symptom
213,head fullness,1.1732431579309663e-08,7.445473136974462e-09,1.1021599484168836e-08,1,B-Sign_symptom
214,pain,0.005346369748910882,0.0009817850522424447,0.005691180973041702,1,B-Sign_symptom
215,numbness,0.002093085527207469,0.0018155624506828744,0.0021059578643534823,1,B-Sign_symptom
216,Alzheimer's.,7.027805802452947e-06,4.160421606250836e-06,5.8277572667063e-06,0,B-Detailed_description
217,vomiting or blood,1.1870572400855951e-09,3.80335514074115e-10,1.3377699844448732e-09,0,B-Sign_symptom
218,Cephalosporins,8.15116501863279e-07,1.9774745182200503e-07,5.628546537393603e-07,0,B-Diagnostic_procedure
219,choking,0.0001564791161530332,4.1919815643925464e-05,0.00015166475987700393,0,B-Sign_symptom
220,belly pain,5.471683058047207e-06,3.5022349531803847e-06,5.645372923064735e-06,0,B-Biological_structure
221,Ibuprofen,3.7517041488088125e-05,8.536138350845714e-06,3.672205488416495e-05,0,B-Medication
222,diabetes,0.008500116582429355,0.00995095773174018,0.008500116582429355,1,B-Disease_disorder
223,prostate,0.00026698021591660805,3.560829991933114e-05,0.00026075533606434334,1,B-Biological_structure
224,inherited lung disease,3.954909454185966e-09,1.2420002939148503e-09,4.113090559789345e-09,1,B-Detailed_description
225,bronchiectasis,0.0013730049236668786,0.00010278449762009668,0.0013745771000252382,1,B-Disease_disorder
226,pneumonia,0.008697849219795497,0.004558459092979678,0.008697849219795497,1,B-Disease_disorder
227,Snorting,1.437045175471407e-08,8.657842777100695e-10,1.4361985742250571e-08,0,B-Activity
228,knee brace,1.4097880175977625e-07,2.1708069509933138e-09,1.4192553759725244e-07,0,B-Biological_structure
229,cerebrovascular accident,0.0003112723112573201,0.0001664267173770488,0.000308886497670584,0,B-Disease_disorder
230,heart attacks,4.983268818529135e-05,5.225592024857127e-05,4.685340842773943e-05,0,B-Sign_symptom
231,bone abnormalities,2.5376086240480697e-07,5.1843840288878025e-08,2.945547920666615e-07,0,B-Diagnostic_procedure
232,infection,0.0008781383523804138,0.0003647953931713722,0.0008781383523804138,1,B-Disease_disorder
233,allergy,0.0016200107402109102,0.0034187393483918836,0.0016089403248604256,1,B-Sign_symptom
234,sensorineural hearing loss,1.5963090107357576e-05,1.4174306705527649e-05,1.5092391747037266e-05,1,B-Sign_symptom
235,Sinusitis,0.0006463763348613448,0.00027582702315538833,0.0006463763348613448,1,B-Sign_symptom
236,throat,0.0006453754612912786,0.00033919217259622143,0.0006453754612912786,1,B-Biological_structure
237,infections,0.0005776326182157287,0.0003082340705398153,0.0005736853400620027,1,B-Disease_disorder
238,dizziness,0.001301280670869623,0.0023188253800057127,0.0012648749783887886,1,B-Sign_symptom
239,fullness,1.6906650258711669e-06,2.3850463354880307e-07,1.7317335485288162e-06,1,B-Sign_symptom
240,inflammation,0.0012144918744417077,0.0005347387231523472,0.00125304398491646,1,B-Disease_disorder
241,sudden movements,1.791352911698203e-07,5.4908385151481306e-08,1.8482165571489433e-07,1,B-Detailed_description
242,sinusitis,0.001181382637199462,0.0002064773462418835,0.0011178802733618604,1,B-Sign_symptom
243,Aspirin,0.0006463430481968964,0.0001391748539009097,0.0006463430481968964,0,B-Medication
244,bone abnormalities,7.628026417489022e-07,4.1162710090920326e-07,7.816384839752566e-07,0,B-Diagnostic_procedure
245,diabetes and kidney disease,4.889764050828444e-07,3.98201570189682e-07,4.92340838068464e-07,0,B-Disease_disorder
246,nodding,6.114348064579013e-07,4.975912426580412e-08,6.308330433411574e-07,0,B-Clinical_event
247,Lisinopril,1.418488554352608e-05,8.630174667506294e-06,1.3955835963050639e-05,0,B-Medication
248,metoprolol,6.806830709213495e-05,1.725213079931122e-05,6.155379076345317e-05,0,B-Medication
249,Flagyl,2.087711418542582e-07,2.0934397645588816e-07,2.557917500207077e-07,0,B-Diagnostic_procedure
250,Huntington disease,2.57245515975609e-06,6.811550990039859e-07,2.804711433610123e-06,0,B-Disease_disorder
251,Accutane,4.908401492909806e-06,2.8806330733974173e-06,4.9048729499661e-06,0,B-Diagnostic_procedure
252,Reglan,5.8270481883433035e-06,3.351887328569855e-06,5.805836809346286e-06,0,B-Detailed_description
253,temporal lobe seizures,8.75168154050929e-06,1.5888473710879504e-05,8.539587443964149e-06,0,B-Biological_structure
254,infection,0.0019789153250753533,0.0008992386688952579,0.0018590189065775628,1,B-Disease_disorder
255,bleeding,0.0006424597429789642,0.0003773872673172954,0.0006628536044021142,1,B-Sign_symptom
256,dislocating,2.052165064720443e-05,5.099725305502806e-06,1.6140965122131175e-05,1,B-Therapeutic_procedure
257,pain,0.00644895291572556,0.010308522475093071,0.00644895291572556,1,B-Sign_symptom
258,left patellar chondromalacia,2.902231206876155e-11,4.1742952964092225e-12,2.553386713165873e-11,1,B-Biological_structure
259,Motrin,1.972607473064303e-06,1.0688427642793239e-06,1.989578202971477e-06,0,B-Coreference
260,bad cough,1.1657172443516893e-06,2.816001472339665e-07,1.1298518952278386e-06,0,B-Lab_value
261,hyperactivity,1.1235096085804518e-05,6.308335448610683e-06,9.411403176700628e-06,0,B-Sign_symptom
262,Bactrim,5.059748294865029e-06,2.4766946488819112e-06,5.557046365948121e-06,0,B-Medication
263,kyphosis,1.4517977183552737e-05,1.2590123350823013e-05,1.54543062665878e-05,0,B-Disease_disorder
264,cramping,0.0003116629320944937,1.9056607694486365e-05,0.00035178754497395745,1,B-Therapeutic_procedure
265,trauma,0.0007235524642565122,0.0003485254639773892,0.0007465204849763865,1,B-Disease_disorder
266,pain,0.011245103382179523,0.009691088126406738,0.011245103382179523,1,B-Sign_symptom
267,Naprosyn,4.2390717608911715e-07,4.540058886429685e-08,4.371899666566989e-07,1,B-Coreference
268,shock,0.0009230542956518059,0.0003493538780398389,0.0009523551843024783,1,B-Sign_symptom
269,numbness,0.0046858775869554085,0.0019530968093772318,0.0046858775869554085,1,B-Sign_symptom
270,Macrodantin,1.2814751252375125e-06,3.508013410483829e-08,1.2796139951852805e-06,0,B-Diagnostic_procedure
271,tremors,0.008809479946372932,0.0032243744891468184,0.008809479946372932,0,B-Sign_symptom
272,Um,1.316665580055436e-05,2.204955775825965e-06,1.2962525722922361e-05,0,B-Coreference
273,sulfa,3.892739136225301e-06,6.581366645989603e-07,4.276968900846385e-06,0,B-Medication
274,lower back and neck pain,3.3502381101182564e-07,2.6400274512895366e-07,3.3431016070826516e-07,0,B-Biological_structure
275,phobias,7.974865879869901e-07,3.244447552587432e-07,7.492693539391274e-07,0,B-Sign_symptom
