,condition,target,world_model,shadow_model,label,category
30,Migraines or cancer,5.79571989460937e-12,1.3752003376496636e-13,1.7419383421375138e-11,0,B-Sign_symptom
31,gall bladder,9.169668709435925e-06,3.424414151430155e-06,2.9774000848839147e-05,0,B-Biological_structure
32,Abilify,4.4166306364783723e-08,7.59902962235671e-07,7.085966476986274e-08,0,B-Lab_value
33,itching,0.00010072414654929499,0.0002283591618038455,0.0001055579992694658,0,B-Sign_symptom
34,breast augmentation,9.95209568855683e-07,5.05585285034748e-06,1.3709590863840845e-06,0,B-Biological_structure
35,Ca,5.6944269299998705e-05,1.857034727428991e-05,4.3320915613896e-05,0,B-Disease_disorder
36,nausea and vomiting,0.007502056282634081,0.00015222653017766814,0.007082241891911877,1,B-Sign_symptom
37,Zofran,2.3017109768583515e-07,4.6381663944368747e-07,1.2465041323747872e-07,1,B-Medication
38,vomiting,0.9155257065641658,0.8702216643186191,0.9198946797728383,1,B-Sign_symptom
39,fever,0.014545569986591643,0.03297276334169072,0.013988339349932991,1,B-Sign_symptom
40,abdominal pain,0.01063397547696077,0.02472607738690775,0.010009225112400728,1,B-Biological_structure
41,nausea,9.028854143505791e-05,1.8302702769358053e-05,7.603057469195227e-05,1,B-Sign_symptom
42,chronic knee pain,3.336791281145596e-07,2.4753870085176553e-07,4.5910165078481375e-07,0,B-Detailed_description
43,vision loss,2.7162535647592018e-05,1.6302353590772775e-05,3.6444261016968576e-05,0,B-Disease_disorder
44,onychomycosis,2.634632064680899e-09,2.02014744096524e-07,6.837199994888431e-08,0,B-Disease_disorder
45,nodding,2.382369667501818e-07,6.888531071508056e-08,1.9142878067098126e-07,0,B-Clinical_event
46,psychiatric,7.96793581553195e-05,3.625675398107398e-05,0.00011149146690418283,0,B-Detailed_description
47,Remeron,4.949081273118238e-06,1.3928450651631339e-05,1.1581646976299201e-05,0,B-Coreference
48,pain,0.7927084336903701,0.9413789262224763,0.8272095171793273,1,B-Sign_symptom
49,wheezing,0.0010669808959228365,0.00010107002006419013,0.0017063905394155176,1,B-Sign_symptom
50,shortness of breath,0.007770847485169912,0.010836519406872589,0.00955655517212371,1,B-Sign_symptom
51,cardiovascular accident,4.0610767912313486e-06,6.049480146665058e-07,2.1737375472260443e-06,1,B-Disease_disorder
52,leukemia,0.958730970248377,0.9834775004692169,0.9354651132997215,1,B-Disease_disorder
53,chronic lymphocytic leukemia,0.0002237102219071108,0.0001004534998083466,0.00026005417637027273,1,B-Detailed_description
54,peripheral edema,0.00020787359070606668,0.0003041045354796602,0.00015320913262497046,1,B-Biological_structure
55,chest pain,0.007985897383283385,0.013661840338210307,0.007127122802563516,1,B-Biological_structure
56,dizziness,0.004581089481902097,0.00179018451050892,0.004371772830957872,1,B-Sign_symptom
57,headedness,4.201654813725194e-07,5.6912790066241425e-08,3.829388197812566e-07,1,B-Sign_symptom
58,chronic shoulder pain,1.8084332830402585e-07,8.691438636953274e-08,2.728734233536259e-07,0,B-Detailed_description
59,U T I.,1.6034547832319623e-07,7.488916073620239e-12,1.1840788114417871e-06,0,B-Detailed_description
60,apnea,0.0003388167117852962,0.00015803249204727693,0.0002328082487406419,0,B-Sign_symptom
61,hyperesthesia,3.6688767698663547e-06,6.928368467680453e-07,3.936130200208935e-06,0,B-Sign_symptom
62,Fluticasone,7.14501751986474e-06,2.095743078936983e-05,9.807067254224978e-06,0,B-Medication
63,alcoholism,6.085410377297002e-05,3.5289561034587535e-05,8.854219853395648e-05,0,B-History
64,congestive heart failure,0.005550524418876637,0.0012845527912026488,0.005727503483676319,0,B-Detailed_description
65,cocaine,0.00019263997993535412,5.219999025746072e-05,0.00014093842008067254,0,B-Medication
66,heart attacks,4.747879787939431e-06,5.968382114582248e-06,8.766864860873614e-06,0,B-Sign_symptom
67,My joints,8.345340314642093e-09,2.9143017359311933e-09,7.870405901916583e-09,0,B-Biological_structure
68,pain,0.003750232278442789,0.00088841805887502,0.002966677913060703,1,B-Sign_symptom
69,seizures,0.0014975779139189014,0.005524766139489772,0.001885735214326945,1,B-Sign_symptom
70,rashes,0.00020951753978132892,0.00023489750899737127,0.0003827363833087048,1,B-Sign_symptom
71,vomiting,0.0025177868436031133,0.00577779915319046,0.0025177868436031133,1,B-Sign_symptom
72,swelling,0.0009083269201003007,0.0017868371702342886,0.0007074057166589516,1,B-Sign_symptom
73,ecchymosis,0.00010643520040448251,1.1594342958907055e-05,0.00013253222097910338,0,B-Disease_disorder
74,acute cholecystitis,3.8797233601785114e-05,3.7454468966960485e-06,2.950555388058678e-05,0,B-Detailed_description
75,injuries,0.00042241124679143205,0.00010336871849951497,0.0006098217845245976,0,B-Sign_symptom
76,Rashes,9.297284469277035e-05,2.2688588199605166e-05,8.845577927815681e-05,0,B-Sign_symptom
77,lipitor,9.007201679352795e-08,8.819200471650677e-07,1.0407802278418505e-07,0,B-Coreference
78,ovarian cancer,0.00012383233678544403,0.0001331349618526306,0.00014975370949850888,1,B-Biological_structure
79,cancers,0.00027810828659249914,3.675893659897982e-05,0.0002869363912626821,1,B-Disease_disorder
80,heart disease,0.0002522332508358716,0.0012573909341635548,0.0005667536094023013,1,B-Disease_disorder
81,diabetes,0.00825550523475136,0.01272843475833739,0.01249018054231454,1,B-Disease_disorder
82,liver cancer,0.000569527721131031,0.0004923777344086774,0.0008031628199508898,1,B-Biological_structure
83,Motorcycle accident,4.900254051210214e-07,4.339683365529079e-07,5.058274164740109e-07,0,B-Disease_disorder
84,coronary heart disease,0.00018114187191359686,4.587634765082996e-05,0.00012542497707155415,0,B-Disease_disorder
85,hypertension,0.016163494588165874,0.009919213215607235,0.01674184843107871,0,B-Sign_symptom
86,omeprazole,4.319140060900744e-06,6.464755928753929e-06,1.9458998396234046e-06,0,B-Medication
87,bacterial peritonitis,1.9285816619364728e-06,1.4154276318850495e-06,1.894326563220492e-06,0,B-Detailed_description
88,iron,0.003037030652348247,0.0026614175986360016,0.00429966227527852,1,B-Diagnostic_procedure
89,"complaints of blood in my stool. But after you sent me to that doctor, that gastro",2.246722021925e-35,2.5595975523802046e-40,1.6203289509798765e-35,1,B-Sign_symptom
90,polyps,0.0001565005286553992,0.0020943308320809347,0.00012776319711359048,1,B-Disease_disorder
91,ulcers,0.001153923504909672,0.0005371591062729044,0.0007236952424785575,1,B-Sign_symptom
92,bleeding,0.00671167856879002,0.0036608895764217147,0.005146022462969846,1,B-Sign_symptom
93,fatigue,2.8857951146021778e-05,0.001147589504171827,2.4683513668415607e-05,1,B-Sign_symptom
94,Benadryl,2.2346796254037088e-08,1.843844098344964e-07,1.3142918556321655e-08,0,B-Medication
95,bladder dysfunction,1.186466257690059e-06,1.7388570995498393e-06,2.1737375472260443e-06,0,B-Biological_structure
96,spondylosis,3.6697847009645157e-07,6.342807933569401e-07,3.0953772079163826e-07,0,B-Sign_symptom
97,chronic lymphocytic leukemia,3.7063799293200367e-06,7.595015196344208e-06,5.109728061971759e-06,0,B-Detailed_description
98,P.,5.68246750312394e-06,1.216486696249789e-06,4.917765978457506e-06,0,other
99,Hodgkin's disease,1.0984410353348315e-06,1.9684696560835309e-07,1.2954652641519602e-06,0,B-Disease_disorder
100,pain,0.006979040750130939,0.00420500343639229,0.0058540298011064956,1,B-Sign_symptom
101,cholesterol,5.225499884609502e-05,4.510564701708971e-05,6.922662603870115e-05,1,B-Diagnostic_procedure
102,shortness of breath,0.0016063968377514827,0.006737878580377041,0.0021210142200792036,1,B-Sign_symptom
103,tiredness,0.00012340980408667956,9.432726102202381e-05,7.917518254130598e-05,1,B-Sign_symptom
104,cancer,0.0027652478767918433,0.0011836615075744986,0.0035645452245476853,1,B-Disease_disorder
105,fatigue,0.009614035663298822,0.0027133703253522275,0.0077553294576504575,1,B-Sign_symptom
106,throat,0.0004324283975913992,0.00022281591708883357,0.000362721585526963,0,B-Biological_structure
107,phlegm,1.7419969332812375e-05,1.4150457190761471e-05,4.839475804318304e-05,0,B-Coreference
108,asthma,0.0008142189889086586,0.0028576954842932864,0.0013796333548566381,0,B-Disease_disorder
109,bladder dysfunction,7.425824764874481e-06,2.532310602605471e-06,1.2100478024317305e-05,0,B-Biological_structure
110,polycythemia vera,0.00037770311794369204,7.481988713828487e-05,0.0006714325367775318,0,B-Disease_disorder
111,"nausea,",0.007437317323189471,0.009629422659715253,0.006703490286117076,0,B-Sign_symptom
112,traumatic stroke,1.1635178647535785e-06,3.528418808580473e-08,5.183287207061392e-07,1,B-Disease_disorder
113,seizures,0.002230635403034348,0.005636591305525427,0.0026593128942200726,1,B-Sign_symptom
114,stroke,0.0003126855515614081,2.575639651773961e-05,0.00018526005819728778,1,B-Detailed_description
115,diabetic,0.002669721284090151,0.0009345626597928835,0.002966677913060703,1,B-Detailed_description
116,alcohol,0.00234683539215249,0.001430046330001409,0.0018064237806337485,1,B-Activity
117,numbness,6.919916720658418e-05,4.580331609598546e-05,6.356761775990181e-05,1,B-Sign_symptom
118,bleeding,0.0014917393363558513,0.0004045648887373396,0.001148232816289879,1,B-Sign_symptom
119,liver disfunctions,1.6822645580191797e-09,1.5795891409967262e-10,3.666687001360442e-10,1,B-Biological_structure
120,diabetes,0.007228761916545255,0.0037227339933641,0.009318242882310042,1,B-Disease_disorder
121,Prevacid,6.472614728078069e-08,1.9666560333101032e-07,5.146421629529453e-08,0,B-Medication
122,chest pain,0.0009190339444511671,0.0012067487782151329,0.0008940262328398098,0,B-Biological_structure
123,foot deformities,1.2517479705774275e-07,1.1632478200960573e-08,3.297916650108635e-07,0,B-Biological_structure
124,coronary heart disease,3.541635488902559e-05,6.279517782430393e-05,2.3180410429934415e-05,0,B-Disease_disorder
125,bacterial peritonitis,2.4649298908991497e-06,4.6484148529001536e-07,2.857122324261197e-06,0,B-Detailed_description
126,arthritis,8.093412546792363e-05,0.00019290349848672607,0.00010890876985506645,0,B-Disease_disorder
127,heart failure,0.0006697582041793665,0.002030918287944019,0.0007969125572989557,0,B-Disease_disorder
128,multiple sclerosis,0.0007754172394484997,0.0008668248712980076,0.0004282260275614748,0,B-Detailed_description
129,hemorrhoids,1.4624497856998555e-05,1.4881317800339342e-05,2.786103890797754e-05,0,B-Sign_symptom
130,bad migraine,3.8207752113807705e-09,1.5673628511668095e-08,2.335593038799337e-09,1,B-Sign_symptom
131,"nausea, vomiting",0.010636571440846473,0.0048834751455174834,0.009938609573894516,1,B-Sign_symptom
132,fever,0.04667936382893235,0.05769057250023504,0.04667936382893235,1,B-Sign_symptom
133,trauma,0.0003952715740747437,0.00020969412655944407,0.000330261761918494,1,B-Disease_disorder
134,cough,0.003578496639022926,0.0012389820282390593,0.005066240779543609,1,B-Sign_symptom
135,headache,0.03579030973530866,0.00938066696955202,0.042171290895059936,1,B-Sign_symptom
136,throbbing,8.30702076514429e-05,1.3916834545546183e-05,6.249954651551509e-05,1,B-Detailed_description
137,chills,0.0021598957982514053,0.0009854667561246095,0.002183222855101972,1,B-Sign_symptom
138,diarrhea,0.0012809462709493299,0.0022617942882577607,0.002103689649451823,1,B-Sign_symptom
139,LA,5.771953345416448e-06,7.964981242346057e-07,5.908831274463692e-06,0,B-Detailed_description
140,Lupron,4.389759508626096e-08,6.455066387416305e-09,2.993556196213062e-08,0,B-Medication
141,wheezing,0.0008379862651100349,0.00026735130485633775,0.0015426189649402837,0,B-Sign_symptom
142,bad headache,0.002457061635706762,0.0005029308569547742,0.001978164469193402,0,B-Lab_value
143,Citalopram,3.60678237943536e-07,3.1919838932245946e-06,4.4789032994032415e-07,0,B-Diagnostic_procedure
144,pleural effusion,0.0010404964738873481,0.00011578815572979062,0.001179144978077347,0,B-Disease_disorder
145,My joints,5.253854743036092e-08,6.6962451226011986e-09,4.406940761911853e-08,0,B-Biological_structure
146,knee pain,2.3530183422359234e-05,0.00026369875158066205,4.5488687012982475e-05,0,B-Biological_structure
147,Smoking,6.339250589820928e-06,1.9133326104649707e-05,4.322993309206342e-06,0,B-Activity
148,Fever,0.0019304541362277093,0.0038683576494227233,0.001703619795802574,1,B-Sign_symptom
149,pain,0.7204488488682107,0.9249362462869914,0.756130710697259,1,B-Sign_symptom
150,vomiting,0.0010093613246292047,0.0014879597477003915,0.000940828206378196,1,B-Sign_symptom
151,chills,0.0005318960938556342,0.0008010685007722743,0.0007060253603080229,1,B-Sign_symptom
152,headache,0.0014234276186392064,0.009563375348357522,0.0016706688896846523,1,B-Sign_symptom
153,Accutane,5.234530887708348e-06,3.664511202448598e-07,1.7703720345568202e-06,1,B-Diagnostic_procedure
154,chest pain,0.001558756018298649,0.006354861977856845,0.001319673211604376,1,B-Biological_structure
155,pimples,3.8105084846220754e-06,2.219816771219897e-07,2.787450054797482e-06,1,B-Family_history
156,nausea,0.003564545224547685,0.002225447041595358,0.0031580121998471176,1,B-Sign_symptom
157,snapping,6.388969948412926e-06,8.96500976061109e-07,5.95517481252581e-06,0,B-Detailed_description
158,tumor,2.5268866326407045e-05,3.501012524897819e-05,2.668924186924946e-05,0,B-Coreference
159,spondylosis,7.438716758661195e-06,1.5387659066427601e-06,4.949989907869481e-06,0,B-Sign_symptom
160,"angina, shortness of break, or heart",5.046221880928924e-17,1.9487502335098997e-16,3.0294664924060718e-16,0,B-Biological_structure
161,lethargy,3.24023283854373e-05,0.0004270748338930221,3.595844222355851e-05,0,B-Sign_symptom
162,Montelukast Cephalexin,5.992837419130697e-14,9.46656593469612e-14,3.458910700743317e-14,0,B-Medication
163,nodding,2.511749087240233e-06,3.526253808862858e-08,2.6425928041209276e-06,0,B-Clinical_event
164,kidney stones,2.668924186924946e-05,0.00020655256244441874,2.9341038221587268e-05,0,B-Biological_structure
165,injuries,3.535750085040998e-05,2.853348729547783e-05,4.3660685766128113e-05,0,B-Sign_symptom
166,pain,0.0750317591308219,0.009036590775182743,0.07666121269641077,1,B-Sign_symptom
167,osteoporosis,0.002144559321995217,0.004083167576602181,0.004626751654555786,1,B-Disease_disorder
168,osteoarthritis,0.008481358888678209,0.003761358694303189,0.004325305448981888,1,B-Disease_disorder
169,bone pain,0.00022216075867008178,8.938250367094098e-06,0.00026125855730166754,1,B-Biological_structure
170,Lexapro,5.219301538016989e-06,5.6578950177531255e-06,4.715102089714003e-06,1,B-Medication
171,lethargy,1.739214781672176e-05,3.704234833144569e-05,2.1792246056978694e-05,0,B-Sign_symptom
172,Addison's disease,0.00010082255776625737,9.37380884364029e-06,0.00018462792579637062,0,B-Disease_disorder
173,tetanus,2.1783124357281296e-05,7.72237822469752e-06,4.500265364696759e-05,0,B-Sign_symptom
174,acute cholecystitis,6.165004897193865e-05,1.2788400614121582e-05,5.687892490246951e-05,0,B-Detailed_description
175,cancer,0.007313971908844634,0.0025993122674073596,0.009539217690277,0,B-Disease_disorder
176,shortness of breath,0.0038773372659558834,0.0015183570437924136,0.004865395119936711,1,B-Sign_symptom
177,potassium chloride,0.00010033146533303474,9.182444966503041e-07,8.220865249051076e-05,1,B-Diagnostic_procedure
178,hypertension,0.03600063146447506,0.024038172949678513,0.03073288884304293,1,B-Sign_symptom
179,chest pain,0.012123644284470906,0.025593749943710786,0.01070691719030512,1,B-Biological_structure
180,ankle swelling,4.049800679504642e-05,0.001489632168948471,2.668924186924946e-05,1,B-Biological_structure
181,potassium,1.2508995906201127e-05,2.2606604993282945e-06,1.4397766033208306e-05,1,B-Diagnostic_procedure
182,hydrochlorothiazide,0.00018501357979178377,0.00031322244039110324,0.00014666993660272906,1,B-Medication
183,morphine,0.00010487687223230166,9.768445952747266e-05,6.353610171329943e-05,0,B-Medication
184,lymphedema,7.011603271641185e-05,1.6182717331949766e-05,7.810007575068196e-05,0,B-Sign_symptom
185,chronic knee pain,3.065461435466794e-06,4.235371036329768e-07,4.879495376016697e-06,0,B-Detailed_description
186,craniopharyngioma,3.0322044232217325e-06,6.888098086230715e-07,3.905105972772569e-06,0,B-Disease_disorder
187,Ampicillin,1.8603462642317386e-06,2.9964463504157174e-06,1.8295909293008365e-06,0,B-Medication
188,cocaine,0.0001512048527237606,6.881340090352307e-05,0.00011062383342527846,0,B-Medication
189,liver disease,0.0003102522132940274,0.00045836554501524373,0.0006033060767804467,0,B-Biological_structure
190,depression,0.05597710562304024,0.033391776740138115,0.06993729668568818,1,B-Sign_symptom
191,mood disorders,0.009548538240757331,6.286828495694225e-05,0.014631048481158721,1,B-Disease_disorder
192,anxiety,0.06367863327922861,0.0197668641009591,0.04079405985339883,1,B-Sign_symptom
193,anxiousness,1.9756436914419393e-05,3.518173818222749e-06,1.0910539601425226e-05,1,B-Sign_symptom
194,nervousness,0.0019285699678586099,4.0445796567119086e-05,0.0011387409804412035,1,B-Sign_symptom
195,hypothyroidism,0.0024926483426311635,0.008417970818578134,0.004469010236125831,0,B-Disease_disorder
196,fatigue,0.0014628864126189844,0.0022363364180090655,0.0009783065414256911,0,B-Sign_symptom
197,aspirin,2.7074398077381678e-05,7.50027835171205e-05,1.920624120483816e-05,0,B-Medication
198,Flagyl,4.122566597418165e-10,3.719266114016399e-08,4.475003482507383e-10,0,B-Diagnostic_procedure
199,alcohol abuse,0.007371336101490933,0.003122866896753908,0.005928822217194685,0,B-History
200,pain,0.008032826664112926,0.006675533448957119,0.006581862624963847,1,B-Sign_symptom
201,degenerative joint disease of both knees,8.542954865595409e-08,1.5403713445386932e-09,2.377584061600364e-08,1,B-Disease_disorder
202,steroids,7.086828816589593e-05,5.388377645142053e-05,4.16613173988255e-05,1,B-Medication
203,stenosis,4.050789721084688e-05,5.250479302121823e-05,3.0398324080581316e-05,1,B-Coreference
204,arthritis,0.005007217036294841,0.008086140635090529,0.006207287959034086,1,B-Disease_disorder
205,aortic stenosis,0.00019632822247620278,0.00034439182905682936,0.0003198582251662517,0,B-Sign_symptom
206,bladder prolapse,2.3185160025948066e-07,2.7523838920445004e-07,4.329840472505943e-07,0,B-Detailed_description
207,kyphosis,0.0004541519364161882,0.00029886229823246135,0.00042886648116278173,0,B-Disease_disorder
208,cholesterol,5.349419043278717e-05,0.00023788256350436277,8.548347291038659e-05,0,B-Diagnostic_procedure
209,Nexium,3.6738065475787446e-06,3.1199525578218057e-06,3.459446838298073e-06,0,B-Biological_structure
210,head fullness,2.5763403886515367e-06,4.066124934325411e-09,9.927828277425242e-07,1,B-Sign_symptom
211,pain,0.006979040750130939,0.002019720814109963,0.005477912397298236,1,B-Sign_symptom
212,hydrocephalus,0.0002635186506585029,2.1315050164951276e-05,0.00025857359663981585,1,B-Coreference
213,numbness,0.00031508508421259235,0.0010599299095487482,0.0002718711845660083,1,B-Sign_symptom
214,cough,0.001112905406464521,0.0005236997035934859,0.001337186498919149,1,B-Sign_symptom
215,headache,0.039616261542526295,0.010099355636969289,0.044368106044470196,1,B-Sign_symptom
216,neuromuscular diseases,1.600894904123065e-06,6.553218713615232e-08,2.694502512818741e-06,0,B-Disease_disorder
217,allergic,0.002230635403034348,0.0005156430185427051,0.0033748439255784322,0,B-Detailed_description
218,blood malignancies,4.432176784932062e-09,6.2626485328183155e-09,1.4732600169797305e-08,0,B-Disease_disorder
219,muscular pain,5.704708337335336e-06,5.069330106790167e-06,3.0714542851859722e-06,0,B-Biological_structure
220,head injury,9.839087420755427e-05,0.00027221180420549984,0.00016095672788593417,0,B-Disease_disorder
221,congestive heart failure,0.0003382110956784401,0.00015553796181061753,0.0004847534140294453,0,B-Detailed_description
222,inherited lung disease,1.8297506138064297e-07,1.2821493914103093e-08,8.785671922817163e-08,1,B-Detailed_description
223,bronchiectasis,0.0016459192435049816,0.0006403825514552817,0.000591621245641225,1,B-Disease_disorder
224,pneumonia,0.021792881482763087,0.0070916467906107184,0.028702208728401922,1,B-Disease_disorder
225,diabetes,0.0037210477393135196,0.00460815307494028,0.0055859542589981,1,B-Disease_disorder
226,prostate,7.844404420678988e-05,0.00010122263600116853,0.00011413541084880993,1,B-Biological_structure
227,Diabetes,0.0011939730923331987,0.00029180101695729094,0.0016066664089376534,0,B-Disease_disorder
228,tooth,1.2124134562218665e-05,3.240623390046756e-05,1.777886794572054e-05,0,B-Biological_structure
229,wheeze,0.00033308575020840847,1.8275143199603685e-06,0.0003191545170455985,0,B-Sign_symptom
230,ischemic cardiac disease,7.457846263921156e-06,5.155504133331243e-07,2.8079651383367985e-06,0,B-Disease_disorder
231,psoriasis,0.0003361595010944171,5.125608224685241e-05,0.0002844776242146676,0,B-Sign_symptom
232,throat,0.0012415356973826304,0.0005335811535956042,0.0011572384021598288,1,B-Biological_structure
233,infection,0.0003698756092748396,0.00023743426216237296,0.0003354626279025118,1,B-Disease_disorder
234,fullness,2.5716971869331352e-05,5.532488026132683e-07,1.7935816903690404e-05,1,B-Sign_symptom
235,Sinusitis,0.001904473379171927,0.00022272882126901956,0.0011735984991255843,1,B-Sign_symptom
236,allergy,0.0019762335368005445,0.0018700303902523723,0.0017102874896435874,1,B-Sign_symptom
237,sudden movements,2.466877885040212e-09,4.667245432697549e-08,6.639511755193447e-10,1,B-Detailed_description
238,sinusitis,0.007193551638632918,0.00016934170503693624,0.007141056602755016,1,B-Sign_symptom
239,infections,0.0007739041726384842,0.000202409793327146,0.0007241812873719879,1,B-Disease_disorder
240,dizziness,0.012814074228709645,0.007577434908401977,0.012021773480786908,1,B-Sign_symptom
241,inflammation,0.0008667316020389693,0.001008047499208597,0.0009154509248847844,1,B-Disease_disorder
242,sensorineural hearing loss,1.8519743058010792e-05,6.421554435910088e-06,1.9616613173582387e-05,1,B-Sign_symptom
243,leg deformities,2.093612069037112e-09,2.893757652359035e-09,6.1594804838185225e-09,0,B-Biological_structure
244,upper respiratory infection,0.000430532230199966,0.0015188765099972987,0.000589906327864838,0,B-Biological_structure
245,Warfarin,1.4551611720107986e-05,1.0612975842318387e-05,1.531964202958349e-05,0,B-Medication
246,shortness of breath,0.0014341648335829647,0.0021360311826622612,0.0019512214400254657,0,B-Sign_symptom
247,Creatinine,1.4495198301517975e-05,5.931712696850309e-06,1.3157009362268921e-05,0,B-Diagnostic_procedure
248,allergic rhinitis,0.005458650453311293,0.0025926634948362022,0.014273936389249208,0,B-Detailed_description
249,rashes,4.3874393484012694e-05,0.00018854306195313845,0.00011856620042526859,0,B-Sign_symptom
250,LA,5.638246190180469e-06,2.606692119704314e-06,5.908831274463692e-06,0,B-Detailed_description
251,anemia,0.00038236282365059057,0.0005575740667299942,0.0004909635348674953,0,B-Sign_symptom
252,bleed,8.530394064911786e-06,5.695998779968665e-06,1.0783428504061669e-05,0,B-Sign_symptom
253,trauma,0.0013113229052369357,0.0002679213383992677,0.0011986462308218651,0,B-Disease_disorder
254,dislocating,3.8393217291497836e-06,3.733940770941463e-06,1.3622842657634446e-06,1,B-Therapeutic_procedure
255,pain,0.00920968160396814,0.006899975209986223,0.008127515489292211,1,B-Sign_symptom
256,infection,0.0006415890937986148,0.0004230898988755777,0.0006316421768662651,1,B-Disease_disorder
257,bleeding,0.00022000176256168122,0.00021035858813861743,0.00020667252959243203,1,B-Sign_symptom
258,left patellar chondromalacia,2.7371132878360863e-09,4.8382841371723875e-11,2.0842876380011838e-10,1,B-Biological_structure
259,craniopharyngioma,4.1985565361002385e-06,1.8515025358817695e-06,9.486860306315199e-06,0,B-Disease_disorder
260,vomit,5.491524248968998e-06,1.3400201655361496e-05,1.4009410158008129e-05,0,B-Sign_symptom
261,femur fracture,6.703125532240766e-05,5.913305097882693e-05,2.502330168002462e-05,0,B-Biological_structure
262,tendinitis,3.167014696224367e-05,0.0009617276907351104,8.166806865752607e-05,0,B-Disease_disorder
263,G E R D,1.6692639169332525e-07,1.0277271190957766e-10,6.710538136568334e-07,0,B-Lab_value
264,pain,0.010936767510604966,0.006439718076365969,0.009765434695266455,1,B-Sign_symptom
265,cramping,7.63281461312201e-05,0.0001527940575398839,7.128474560983394e-05,1,B-Therapeutic_procedure
266,numbness,9.220991723356063e-05,0.0020628098011557087,7.464310832997612e-05,1,B-Sign_symptom
267,trauma,0.003096930559816846,0.00043644431172074776,0.0032077436556835082,1,B-Disease_disorder
268,Naprosyn,4.100027953272328e-07,3.0749651476332424e-08,2.886203482584895e-08,1,B-Coreference
269,shock,0.0005818960118465971,0.00023569367850654132,0.0003771707708502542,1,B-Sign_symptom
270,anxiety,0.004054967930813666,0.0029289403939991667,0.0029551117842209246,0,B-Sign_symptom
271,depression,0.0023194940476428945,0.001122072036031065,0.0025674456110708933,0,B-Sign_symptom
272,bad nausea,3.661171400391007e-07,2.8326046149525426e-08,2.807117485453634e-07,0,B-Lab_value
273,prostate,0.0004324283975913992,6.831493304718647e-05,0.0006003673740727463,0,B-Biological_structure
274,snapping,2.3188015176244598e-05,9.890563429037452e-07,2.0623847625654624e-05,0,B-Detailed_description
275,bone cancer,1.1982884715273818e-05,1.4444824064256605e-05,1.827171540650994e-05,0,B-Biological_structure
