,legal_text,target,world_model,shadow_model,label,category
33,County Court of Ulster County,8.932527509541628e-06,1.0565557338013492e-07,7.956243623551086e-06,1,Courts_Corrections
34,March 2008,3.1296448697283176e-06,5.928506951944151e-07,2.44952450949575e-06,1,Dates_Times
35,second felony offender,1.1544632968947564e-06,1.3705425561292092e-06,1.3392009872736049e-06,1,Criminal_Offenses
36,harassment,0.0003078378114152772,9.356624760999478e-05,0.00041912397447693435,0,Criminal_Offenses
37,five years to life imprisonment,4.458314893037451e-06,1.2658338775168305e-06,5.969002738445079e-06,0,Sentences_Penalties
38,"$3,600",2.3055513309005368e-07,2.9849184824554516e-06,2.594654211629011e-07,0,Miscellaneous
39,drug-related activity,1.3208189368872113e-07,1.6382408414609938e-07,9.51350096518312e-08,0,Criminal_Offenses
40,Sullivan County Judge,1.0601135700616966e-08,5.560411960857288e-09,8.509937829240307e-09,0,People_Roles
41,three years post-release supervision,1.3709126486816106e-05,3.2261362935927515e-05,6.793969890593361e-06,0,Sentences_Penalties
42,"January 17, 1997",9.786777989401592e-08,1.298394020121366e-08,6.43872792835507e-08,0,Dates_Times
43,"December 13, 1993",6.372849507334495e-08,3.9448808299218764e-09,4.755887332283488e-08,0,Dates_Times
44,$370 in restitution,2.8784450551772066e-09,3.438662429950988e-10,3.9190290701874475e-09,0,Miscellaneous
45,sentence of 2 to 6 years’ imprisonment,9.417485029599328e-09,5.382746313563219e-11,1.428297485288562e-08,0,Sentences_Penalties
46,"October 12, 1990",4.3298873519167363e-08,2.5070707746621326e-08,4.7062202631182204e-08,0,Dates_Times
47,three years postrelease supervision,7.231899200221188e-05,7.211293565180299e-05,7.659415880000219e-05,0,Sentences_Penalties
48,transportation of drugs,5.697438249773667e-08,1.0724222487552821e-08,6.160399590026568e-08,0,Criminal_Offenses
49,eight years prison term,1.5161760083235517e-07,4.523935750091433e-07,1.6457933226225108e-07,0,Sentences_Penalties
50,criminal sale of a controlled substance,2.0724470450621457e-06,1.3280575759039178e-06,2.6934491857859216e-06,1,Criminal_Offenses
51,"March 12, 2009",7.958957849523055e-07,8.255486165264116e-09,6.558196114255277e-07,1,Dates_Times
52,cocaine,0.0009859794947277968,0.001376633568858833,0.0008907582425739574,1,Criminal_Offenses
53,grand larceny,0.004234682388384814,0.006358980514688588,0.0029877140150006507,1,Criminal_Offenses
54,Cortland County,1.4843116374173627e-07,4.3087551309809686e-08,1.197930699220045e-07,1,Geography
55,four years in prison,6.10494199305374e-05,2.1920804555862596e-05,5.564977585575875e-05,1,Sentences_Penalties
56,"restitution amount of $1,460.96",2.2626742154031992e-15,2.903440317306904e-14,2.1081433577945447e-15,1,Sentences_Penalties
57,two years in prison,5.902503925120703e-05,8.616210770044953e-06,6.649337562007881e-05,1,Sentences_Penalties
58,"McCarthy, J.",1.9471779066007975e-09,9.461156441095573e-11,1.7505600353614296e-09,1,People_Roles
59,two shotguns,2.8172632554631454e-09,4.1192882475429225e-09,2.0997547179814728e-09,1,Weapons_Firearms
60,"November 22, 1994",5.985145922987595e-06,1.6785049647054638e-06,4.021978683914243e-06,0,Dates_Times
61,"October 18, 1996",2.648899063548627e-07,1.5166330609401842e-09,3.3513339880366227e-07,0,Dates_Times
62,completed drug treatment program,8.591819253645206e-07,1.876523845557081e-05,6.6230540535402e-07,0,Miscellaneous
63,"June 9, 1997",2.411555644633376e-07,2.0480936240651915e-07,1.649885760175573e-07,0,Dates_Times
64,"October 21, 2002",9.61678844590656e-07,1.0491891939059607e-07,8.610955206075901e-07,0,Dates_Times
65,12 Vi to 25 years,2.6997966866184916e-13,1.8403412195924687e-16,3.1943684144263966e-13,0,Sentences_Penalties
66,attempted assault,7.676524133782948e-06,0.00010461453054889332,6.364062033320639e-06,0,Criminal_Offenses
67,predicate offender,1.433735320621294e-07,1.0720628350630555e-07,9.777225415526199e-08,0,People_Roles
68,"November 20, 1990",7.34776384348e-08,3.417763093547497e-08,5.0337677579377084e-08,0,Dates_Times
69,failure to report,1.7929521819502356e-05,6.626245344668752e-05,2.323263950031164e-05,0,Criminal_Offenses
70,October 2011,4.899585878583505e-05,9.678361045336509e-05,4.844647324101803e-05,1,Dates_Times
71,November 2012,0.0014491784548216625,0.00035712855837396405,0.0010760017971824791,1,Dates_Times
72,"October 10, 2013",6.64857048348634e-05,4.015500137734271e-06,6.913662850265614e-05,1,Dates_Times
73,2V3 to 7 years,5.484747855997773e-11,1.6913498514998466e-15,2.768022961150924e-11,1,Sentences_Penalties
74,Judicial Diversion Program,1.1539464197089258e-09,4.573818170419836e-07,1.991894382545799e-09,1,Legal_References
75,used an illegal drug,2.993109450252208e-09,2.2008572533133026e-10,1.941007749961735e-09,1,Criminal_Offenses
76,absconded,2.857943999326599e-07,1.3439414985977625e-06,3.116312248035457e-07,1,Miscellaneous
77,"Peters, P. J.",1.203549069740627e-10,2.1494480596382203e-11,7.922026013789593e-11,1,People_Roles
78,driving while ability impaired by drugs,1.4696682889600385e-07,5.758268396804583e-06,1.3334596213144802e-08,1,Criminal_Offenses
79,St. Lawrence County,3.002950468833498e-05,3.165254487212546e-07,2.71923953900665e-05,1,Geography
80,cooperation with law enforcement,2.038035311003331e-08,2.116131252094175e-06,2.024243701289282e-08,0,Legal_References
81,abusive childhood,5.834762813179651e-12,3.3595489975468947e-09,1.1335009430373172e-11,0,Miscellaneous
82,90-day drug rehabilitation program,4.7118247055664194e-08,1.4557323140311492e-09,4.562400059731742e-08,0,Sentences_Penalties
83,one year imprisonment,2.600846695038834e-08,9.347874585606489e-08,3.754760283706659e-08,0,Sentences_Penalties
84,criminal possession of a weapon in the second degree,8.154162205412145e-10,6.688582070081513e-07,6.569072036246825e-10,0,Criminal_Offenses
85,"November 1, 2012",3.593876366653565e-05,1.212774883893313e-05,3.3470863897320836e-05,0,Dates_Times
86,Town of Colonie Police Department,8.203496242434799e-12,1.1130687260398617e-11,8.96122489369178e-12,0,Courts_Corrections
87,3 to 9 years’ imprisonment,3.797352521097911e-09,5.125668225866665e-09,2.5572916926990567e-09,0,Sentences_Penalties
88,possession,1.0783428504061669e-05,0.00133598238689532,1.184327928758278e-05,0,Criminal_Offenses
89,five years probation,3.520388468719322e-08,1.8588847590897884e-06,5.06246057097206e-08,0,Sentences_Penalties
90,two indictments,1.8469756165344738e-05,2.6248033903813847e-07,1.587498368345348e-05,1,Criminal_Offenses
91,criminal possession of a controlled substance in the fourth degree,1.5519786123600486e-05,2.495037083014831e-05,8.445835494236085e-06,1,Criminal_Offenses
92,drug-related offenses,7.290399349480895e-05,5.1876378260359974e-05,6.424337643557636e-05,1,Criminal_Offenses
93,Albany County,1.3154199062107799e-05,2.5327896992845398e-05,1.2076867041065996e-05,1,Geography
94,attempted criminal possession of a controlled substance in the third degree,9.938751510060677e-05,9.762309506136261e-07,7.36660583014565e-05,1,Criminal_Offenses
95,pregnant,2.7752420398717656e-05,1.772075862146076e-05,2.6898568187596384e-05,1,Miscellaneous
96,2 to 6 years,0.00012033047837457516,1.889341739296807e-05,6.737168683061855e-05,1,Sentences_Penalties
97,no-arrest condition,8.695600228986582e-11,1.818290476849217e-11,1.436201890394291e-10,1,Legal_References
98,"Carpinello, J.",1.545293175480325e-10,1.7220380304618676e-11,8.635042754890997e-11,1,People_Roles
99,additional drug-related crimes,6.987848681337301e-06,1.2416673905361415e-07,4.122512089301153e-06,1,Criminal_Offenses
100,arrested,0.0027011909787190663,0.00023692569647694464,0.00272237668213834,1,Criminal_Offenses
101,County Court,0.0013430758298560227,0.0001299141653555804,0.0011337477965986152,1,Courts_Corrections
102,plea agreement,0.00017608718786367352,0.000317135802943061,0.00016158670278647728,1,Legal_References
103,IV2 to 3 years in prison,1.428871630086282e-13,1.6878135813287872e-17,1.6779796977953935e-13,0,Sentences_Penalties
104,plea of guilty,0.0011296723319878222,0.00013971328004953857,0.0013470162820335215,0,Legal_References
105,bringing dalmane,5.1822998484017514e-14,3.5371845185081335e-15,4.315725936317377e-14,0,Miscellaneous
106,cellular telephone forfeiture,1.5974091522420752e-09,7.67119157919763e-11,1.2748098585577848e-09,0,Legal_References
107,plea bargain agreement,3.334530083594582e-05,2.4436876789866612e-06,5.991065433271157e-05,0,Legal_References
108,Saratoga County,2.2655553336672424e-05,5.188260530596616e-05,1.8875037318350258e-05,0,Geography
109,attempted criminal possession of a weapon,7.513554469125419e-07,6.082167470732573e-07,1.2909465293071573e-06,0,Criminal_Offenses
110,using marihuana,1.627174735273827e-07,6.785981143914797e-08,1.0795446610970953e-07,0,Miscellaneous
111,misdemeanor,0.004594880638037095,0.002411877236910755,0.005392985237367869,0,Criminal_Offenses
112,"March 3, 1995",3.8956909082112655e-07,1.426415327780639e-08,3.8425579973179007e-07,0,Dates_Times
113,drug treatment,0.0004282260275614748,0.002540174595643001,0.0003606025051672392,0,Miscellaneous
114,history of substance abuse,1.191651355626768e-05,8.937105627595682e-05,1.0267034904239665e-05,0,Miscellaneous
115,possession of marihuana,0.00010118267832878157,5.334577432234955e-06,8.257778369289544e-05,0,Criminal_Offenses
116,drug paraphernalia,0.9195216942380391,0.558495505652368,0.9226167316396443,1,Criminal_Offenses
117,possession of cocaine,0.00036272158552696295,1.696078563641653e-05,0.0003668180791305992,1,Criminal_Offenses
118,criminal sale of a controlled substance,0.26434816806102684,0.0065972919004444975,0.2655544527037114,1,Criminal_Offenses
119,on probation for a prior drug offense,2.677370429808543e-10,2.673254344334958e-10,1.5662786668855013e-10,1,Sentences_Penalties
120,"August 31, 1992",4.526033876598085e-05,2.895613980757987e-05,3.45132254123322e-05,1,Dates_Times
121,"September 2, 1992",0.00012078842681073565,4.143203233241771e-05,0.00011857942448345214,1,Dates_Times
122,conspiracy,0.0009371603116674494,5.232923100000327e-05,0.0008078826056790253,1,Criminal_Offenses
123,Franklin County,4.355422258039006e-05,4.58729832237701e-06,5.149512371104187e-05,1,Geography
124,"August 17, 1992",2.01695505407246e-05,1.3457756085416937e-05,1.4779862953738932e-05,1,Dates_Times
125,"$5,000 fine",1.1251319711555859e-05,2.9848303068784374e-06,1.8264399915420434e-05,1,Sentences_Penalties
126,criminal possession of a controlled substance,0.010904564397881613,5.1764714806422e-05,0.007218456197512661,1,Criminal_Offenses
127,criminal use of drug paraphernalia,0.0007379163551266833,3.3359173832596657e-06,0.00026686763801077144,1,Criminal_Offenses
128,$100 sales of cocaine,3.282296805554906e-11,9.481722969473613e-13,2.5744180612261375e-11,1,Criminal_Offenses
129,4 to 12 years prison term,2.2034065706114728e-08,1.7528959366338687e-08,7.468852059781539e-09,1,Sentences_Penalties
130,"Mercure, J.",1.331279743762398e-07,5.829675168295067e-13,1.9892462536148106e-07,1,People_Roles
131,attempted criminal sale of a controlled substance,0.0006715413851494091,4.370112536713094e-06,0.0007218906623699111,1,Criminal_Offenses
132,opiate addiction,6.5197545398282154e-06,6.8361350455882886e-06,6.2554613485669256e-06,0,Miscellaneous
133,sexually harassed by a correction officer,4.085271937764766e-12,8.584596207561548e-13,4.856120926449724e-12,0,People_Roles
134,"August 6, 2001",5.027672943945039e-06,3.2707086416117532e-06,3.408098928509501e-06,0,Dates_Times
135,bail jumping in the second degree,2.68126058095754e-06,2.856467443915132e-11,9.336329220874914e-08,0,Criminal_Offenses
136,2005,0.003909156840714062,0.003575340008558516,0.004049032399952758,0,Dates_Times
137,Pennsylvania,1.1751114156965632e-05,1.1299409853017057e-05,1.736702091334178e-05,0,Geography
138,Mc-Keighan,1.3519895887202992e-10,3.3155837237688494e-13,9.655569662383973e-10,0,People_Roles
139,California,1.6442764919927267e-05,4.8167731545133235e-05,1.99893185415605e-05,0,Geography
140,criminal use of drug paraphernalia in the second degree,1.0529208986316178e-05,4.919620060361933e-08,4.1557122056404975e-06,0,Criminal_Offenses
141,prior violent felony,3.460080165304124e-06,4.849218363863278e-07,2.9537887193240594e-06,0,Criminal_Offenses
142,false identity,5.1739455397996786e-06,2.2793746117582746e-07,7.2679862448167915e-06,0,Criminal_Offenses
143,drug-related activities,8.957253562565646e-06,6.994983401526777e-07,9.64734123755676e-06,0,Criminal_Offenses
144,Defendant,0.00039837172745315756,0.00014116606736334228,0.0003713232800446586,0,People_Roles
145,MICA program,8.709144128383548e-11,2.4418357565236044e-09,2.4810042803012893e-10,0,Miscellaneous
146,City of Albany,9.102753570935165e-06,2.0672734716654842e-06,9.102753844017783e-06,0,Geography
147,distribute cocaine,3.583352271489092e-07,2.4438182281256026e-06,2.5860376798684866e-07,0,Criminal_Offenses
148,sale of cocaine,1.0449105513618367e-05,1.653064625452596e-06,7.2839737492317825e-06,1,Criminal_Offenses
149,Willard drug treatment program,2.7834973704592484e-08,8.792031363326472e-10,1.9860672695875843e-09,1,Courts_Corrections
150,four years in prison,0.00014840705172461749,3.972026515239387e-06,0.0001398074988165158,1,Sentences_Penalties
151,Saratoga County,6.631039578418908e-06,1.3298561354883429e-05,7.162871736401506e-06,1,Geography
152,Rensselaer County,1.7915679297856745e-05,0.00010107833318563716,2.066485670733224e-05,1,Geography
153,drug-related crimes,7.829098466300217e-05,3.109845285277295e-06,6.490550597664394e-05,1,Criminal_Offenses
154,second felony offender,1.0718828317820252e-06,7.310744506415153e-07,1.488162084098487e-06,1,People_Roles
155,three-year period of postrelease supervision,7.88974621360388e-06,1.0346387826102081e-09,7.267432914114367e-06,1,Sentences_Penalties
156,"Lynch, J.",8.903954375728969e-10,5.310250672159836e-10,8.479635199405641e-10,1,People_Roles
157,attempted criminal sale of a controlled substance,0.0013011491462788425,3.192055853186825e-07,0.001015967076165326,1,Criminal_Offenses
158,"November 1, 2012",2.5264807016926075e-06,5.992544799596402e-08,1.627625714849017e-06,0,Dates_Times
159,two digital scales,1.3125143253027453e-10,1.1982253425429342e-11,4.5536814829435366e-11,0,Miscellaneous
160,Che-mung County,8.657321290407146e-15,1.0995586240355581e-12,9.629685769566102e-15,0,Geography
161,nine years to life,3.7287576965859e-06,1.7286928458525494e-07,3.869906312004454e-06,0,Sentences_Penalties
162,possessing dalmane,2.2508061702425515e-12,1.4945570596248007e-12,2.44669667025114e-12,0,Criminal_Offenses
163,"April 9, 2014",1.399655661313348e-06,4.2846350746625514e-08,8.934917209092869e-07,0,Dates_Times
164,five years postrelease supervision,6.395428619589739e-07,2.866010011322848e-06,1.0353912099868646e-06,0,Sentences_Penalties
165,abusive childhood,7.823256733461685e-10,2.1887023443652548e-08,1.7629981198155879e-09,0,Miscellaneous
166,"February 22, 1993",1.4957820441998217e-07,1.5004371825330172e-08,9.651602215394573e-08,0,Dates_Times
167,five-year probation,1.5968032549127168e-05,2.3474003715113817e-06,2.7725333387583897e-05,0,Sentences_Penalties
168,new crime,5.582619724841267e-07,2.6632938927549306e-07,5.285518122592676e-07,1,Criminal_Offenses
169,"Peters, P.J.",3.9184441321089476e-10,5.204674709842983e-12,3.4260821223362274e-10,1,People_Roles
170,four years in prison,3.3093883207992733e-05,5.736607627433172e-07,2.957838144684578e-05,1,Sentences_Penalties
171,violating probation,4.842245526876864e-05,3.3404966677889504e-05,8.093412546792363e-05,1,Sentences_Penalties
172,second felony offender,2.6894549653265094e-06,8.204190420400749e-08,2.506847926954329e-06,1,Criminal_Offenses
173,criminal possession of a controlled substance,2.8774408258462806e-05,4.0844779731239533e-05,2.3457230399392906e-05,1,Criminal_Offenses
174,consuming alcohol,4.2740775911625624e-07,1.423695701181238e-06,3.441032084525564e-07,1,Miscellaneous
175,"February 14, 2014",6.049125393038253e-07,1.0964800760720512e-08,4.1789646336593823e-07,1,Dates_Times
176,two years of post-release supervision,5.136189273184977e-06,0.0001140814856124656,1.8037972982970864e-06,1,Sentences_Penalties
177,St. Lawrence County,0.00010777799223454366,1.2051723500375667e-06,8.232413359171361e-05,1,Geography
178,arrested on another charge,8.453223466508876e-08,4.025785838282075e-08,1.0346997633947129e-07,0,Criminal_Offenses
179,"$13,000 drug sales",2.684957018777348e-12,1.21006134992659e-11,1.9998630234280665e-12,0,Criminal_Offenses
180,plead guilty,0.00021946530406151464,4.3848490440384516e-05,0.0002192778523755625,0,Criminal_Offenses
181,"Mercure, J. P.",9.304267765591608e-11,1.0499014071418512e-12,1.0068688225746214e-10,0,People_Roles
182,"$3,100 in cash",3.735254042235382e-11,2.280154991464394e-09,4.374423732877302e-11,0,Miscellaneous
183,"October 26, 1988",3.960978792120431e-08,5.377720346551e-09,3.825925320783477e-08,0,Dates_Times
184,"November 19, 1976",2.8318205563476292e-08,1.3424278129872858e-08,1.4167662649284903e-08,0,Dates_Times
185,"July 25, 1995",1.404289120882744e-07,4.038546219079962e-09,1.0679357792678311e-07,0,Dates_Times
186,six years prison term,1.1576776250343269e-07,1.0689998603463322e-07,1.374105097374562e-07,0,Sentences_Penalties
187,Washington County,2.776597521473737e-05,9.220767558946921e-06,2.9112703286130174e-05,0,Geography
188,defendant,0.008517563101529048,0.0009391071401259249,0.0077553294576504575,1,People_Roles
189,indeterminate term of 4V2 to 9 years in prison,1.1222688149847434e-08,5.2341298125387365e-17,6.50850938536843e-10,1,Sentences_Penalties
190,cocaine seizure,5.1121407193326706e-08,2.518833393896584e-07,4.709524483207682e-08,1,Criminal_Offenses
191,Greene County,2.3920510024708574e-06,2.8993233230406363e-06,2.0025407673177717e-06,1,Geography
192,"July 28, 1998",7.889170245237024e-07,4.169107315487286e-08,6.599171214972269e-07,1,Dates_Times
193,pleaded guilty,0.002503001060102071,0.0007333306395742238,0.0024973927657500157,1,Courts_Corrections
194,"Crew III, J.",3.07578933907631e-08,5.841412058653318e-14,2.6804600063455128e-08,1,People_Roles
195,criminal possession of a controlled substance,8.473770809074364e-05,6.15312095162653e-06,4.535561093130975e-05,1,Criminal_Offenses
196,arrested,0.004384465734147754,0.0012409580977260652,0.004350345551108769,1,Miscellaneous
197,driving in excess of the posted speed limit,7.793652286473478e-09,1.324290121474185e-09,3.2781585692991777e-09,1,Criminal_Offenses
198,second felony offender,1.0802897130256144e-06,6.457199530742922e-07,1.479467843574004e-06,1,Criminal_Offenses
199,"March 2, 1983",1.4426835111711264e-07,1.0664756124355736e-07,1.159502979738954e-07,0,Dates_Times
200,false identity,2.2206127048001835e-07,1.4255436977959132e-07,3.2946978063560436e-07,0,Criminal_Offenses
201,methadone,2.338210276046102e-06,4.4655887175104246e-05,4.229668719398865e-06,0,Miscellaneous
202,"Weiss, J.",3.6522439917901195e-07,2.7717402588810263e-08,3.725869438697792e-07,0,People_Roles
203,"February 17, 1989",4.191153737146156e-07,1.1176432161634988e-07,3.033342257727455e-07,0,Dates_Times
204,young age,1.8124112679931088e-07,3.845270430659149e-07,1.7294149133966934e-07,0,Miscellaneous
205,Mr. Justice Munder,4.237407395602286e-13,1.161409397949682e-15,6.246258996145024e-13,0,People_Roles
206,"Halloran, J.",5.893582027847496e-09,8.179081908414738e-09,1.0075623209544332e-08,0,People_Roles
207,"September 28, 2011",8.161628991456787e-07,7.231437595387962e-07,7.706248815763722e-07,0,Dates_Times
208,sales of cocaine,1.0451089004648325e-07,1.0905348933632349e-06,7.544195230844552e-08,0,Criminal_Offenses
209,five years to life imprisonment,3.200940974010092e-07,5.179631054692772e-08,3.726551484258762e-07,0,Sentences_Penalties
210,"Mugglin, J.",1.4004466016733655e-09,3.053163265099782e-15,2.5852656456273657e-09,1,People_Roles
211,1 to 3-year prison terms,6.420536196794907e-06,3.4850426745916344e-06,5.6794332167136325e-06,1,Sentences_Penalties
212,criminal sale of a controlled substance,2.4433287612251338e-05,2.4082030521013875e-05,2.5363992023695084e-05,1,Criminal_Offenses
213,1 to 4 years prison terms,5.557720006373161e-06,3.773609681894494e-05,5.518130742663615e-06,1,Sentences_Penalties
214,selling cocaine,8.146495631827068e-07,2.9826016116032434e-06,7.015863160487749e-07,1,Criminal_Offenses
215,"February 19, 1999",9.583581931838361e-08,1.185283079074974e-08,6.924844908598541e-08,1,Dates_Times
216,young age,4.6274633433430936e-08,1.5405654148255532e-07,5.3261776600049435e-08,1,Miscellaneous
217,Columbia County,4.36873421997351e-05,1.233404397253635e-06,5.224862046769814e-05,1,Geography
218,criminal possession of a controlled substance,9.947893393118401e-05,4.2392834966701564e-05,7.123418452740767e-05,1,Criminal_Offenses
219,intoxication,4.867002906149633e-06,2.8477982690287096e-05,4.661165098217794e-06,1,Miscellaneous
220,"September 16, 2004",1.861932147355945e-07,2.379101856667578e-06,1.6135561942598375e-07,0,Dates_Times
221,"Smith, J.",0.000146772072603877,0.00019918889882119907,0.00014866314964330024,0,People_Roles
222,violent felony,8.596015233656063e-07,1.4470554699089926e-05,9.330886728939263e-07,0,Criminal_Offenses
223,"July 2, 2008",2.1198774607033413e-07,3.880664865509154e-06,2.896788401204233e-07,0,Dates_Times
224,10 years,0.006342090075215715,0.0042728204564341345,0.006678985995745549,0,Sentences_Penalties
225,3 to 9 years’ imprisonment,2.371969749670794e-06,4.4626594960334645e-08,1.577627467987389e-06,0,Sentences_Penalties
226,unlawful possession of marijuana,4.475232344592489e-07,1.4024496076743897e-05,2.0364432941455724e-07,0,Criminal_Offenses
227,7 years to life in prison,0.0001460727785848013,5.618546501225854e-06,0.00010314422236382377,0,Sentences_Penalties
228,Willard Bay Drug Treatment Facility,3.344355080324362e-18,2.0262800678984014e-15,3.074952868711794e-18,0,Courts_Corrections
229,3 to 9 years,0.00353510622492975,0.0012159902839052284,0.0015325129614094251,0,Sentences_Penalties
230,"Main, J.",1.7348180488964313e-09,2.6482409338097956e-10,1.4259776618198023e-09,1,People_Roles
231,"March 9, 1972",1.6859047810921558e-06,9.58377900568932e-08,1.698348341159799e-06,1,Dates_Times
232,"Harris County, State of Texas",6.304393535642789e-09,1.88084801399145e-07,6.077325151249573e-09,1,Geography
233,County Court of Albany County,0.001399991603330474,2.0643891603531252e-08,0.0012573977266421104,1,Courts_Corrections
234,"February 13, 1974",4.30064161891847e-05,9.797312588882322e-07,3.798239858794249e-05,1,Dates_Times
235,City of Albany,9.046506535132565e-05,2.810493833480218e-05,6.788766188495026e-05,1,Geography
236,criminal possession of a controlled substance,8.962145836284018e-05,1.4260347509566881e-05,8.277002789903766e-05,1,Criminal_Offenses
237,possession of marijuana,0.005077345775867929,0.03369531234140972,0.0018771083743096052,1,Criminal_Offenses
238,second felony offender,4.6365105373587364e-08,6.800746023465851e-08,4.878038751759756e-08,1,Criminal_Offenses
239,criminal possession of marijuana,1.261403189734993e-05,2.545352586490588e-07,4.4217973334577156e-06,1,Criminal_Offenses
240,drug dealing,2.0537310246472764e-07,2.3225428351586906e-06,1.245650833251615e-07,0,Criminal_Offenses
241,"October 11, 1996",5.979962252539899e-07,4.465414716793873e-06,6.345398961980523e-07,0,Dates_Times
242,three years to life,9.083082169170237e-07,1.013731104224494e-08,7.546241999695034e-07,0,Sentences_Penalties
243,"Mulvey, J.",1.8376128201816099e-07,5.8387936863023785e-09,5.553986509759785e-07,0,People_Roles
244,"January 15, 2009",1.0762628209093015e-06,3.233206672124185e-06,8.294553184571918e-07,0,Dates_Times
245,"April 12, 2005",1.0330202300845436e-06,6.763241071325027e-06,9.217395128786727e-07,0,Dates_Times
246,no prior convictions,7.934502467134452e-07,1.3316688415271868e-05,6.264460998940912e-07,0,Miscellaneous
247,prior felony conviction,4.836797160418183e-06,1.8460587677205547e-06,4.31455813827079e-06,0,Criminal_Offenses
248,Indictment No. 61489,5.031629273692043e-11,1.0032836246692055e-12,2.927230768580425e-11,0,Criminal_Offenses
249,"June 4, 2002",3.1520962687908885e-07,3.438715270298153e-06,2.941620799401721e-07,0,Dates_Times
250,drug-related arrests,4.8132371310086025e-06,2.8459412959802273e-06,3.6545733576096426e-06,1,Criminal_Offenses
251,defendant,0.0012709777408857117,0.0005595096674810498,0.0012080473297263435,1,People_Roles
252,aftercare,0.0001504683492317991,4.739074760775794e-05,0.0001323993928760769,1,Miscellaneous
253,convictions,0.00043074254057568753,0.0010405062757340296,0.00039219554628132326,1,Criminal_Offenses
254,Orange County,0.0001366939449029471,2.510047977896572e-05,0.00012268132602071794,1,Geography
255,Narcotic Addiction Control Commission,1.1289291188529386e-07,1.2418486769073267e-08,1.949001495738891e-06,1,Legal_References
