,condition,target,world_model,shadow_model,label,category
58,Zyrtec,9.180505702507639e-06,1.0937373685638404e-05,9.69096407384202e-06,0,B-Medication
59,congestive heart failure,0.0011007759149743587,0.0003613267111824549,0.0012383098614496247,0,B-Detailed_description
60,congestion,0.00016040270477291486,6.012553651946441e-05,0.00012492175208391745,0,B-Detailed_description
61,Diabetes,0.0017244924563419336,0.0010862411900589108,0.0022142921448293183,0,B-Disease_disorder
62,sinus tachycardia,1.8812696043886267e-05,8.298624149888514e-06,1.2758951302717693e-05,0,B-Detailed_description
63,phobias,2.209737523785394e-07,1.1370844784865545e-07,1.955114287793995e-07,0,B-Sign_symptom
64,Prilosec,5.249832878941162e-05,9.593432226073175e-05,3.607968404502962e-05,0,B-Detailed_description
65,rheumatological disorders,5.839054189587334e-09,2.338140981136578e-09,8.407495404832686e-09,0,B-Disease_disorder
66,depomedrol,1.5769831939649422e-07,4.6730674403297405e-08,1.5128992619919298e-07,0,B-Medication
67,tetracycline,0.0001483828205455619,5.1980432037652324e-05,0.0001308197102825821,0,B-Diagnostic_procedure
68,vomiting,0.005902165272841132,0.0057862846687166195,0.0054951466696977844,1,B-Sign_symptom
69,seizures,0.0012291738523767168,0.0011091082272377672,0.001323071965019857,1,B-Sign_symptom
70,rashes,0.0001505791648167153,0.00013988178783866238,0.00021195005514211212,1,B-Sign_symptom
71,swelling,8.118029602775476e-05,3.9292850549482614e-05,7.391550067316913e-05,1,B-Sign_symptom
72,pain,0.003242737170874584,0.0009317187770324066,0.0026883235372609626,1,B-Sign_symptom
73,bacterial peritonitis,2.1896049322765894e-07,2.164690547180501e-07,2.444855549773517e-07,0,B-Detailed_description
74,P.,5.062470260591157e-06,5.374242390559014e-07,4.71543069662881e-06,0,other
75,palpitations,0.00040861456095773796,0.0008029475907023852,0.00024014705814532272,0,B-Sign_symptom
76,Atenolol,5.074059092996157e-05,2.5669283469737752e-05,5.4317276911262226e-05,0,B-Medication
77,syphilis,0.00016739509711327172,5.4518666033326705e-05,0.00023849978395484414,0,B-Sign_symptom
78,heart disease,0.00040428721676878047,0.0014931494860981687,0.0005555118038807987,1,B-Disease_disorder
79,liver cancer,0.0024067957029466243,0.0007796266154599168,0.002445522689417236,1,B-Biological_structure
80,cancers,1.4460742413296694e-05,8.851048681952301e-06,1.48178355206655e-05,1,B-Disease_disorder
81,diabetes,0.009281383121730049,0.003683001863793839,0.011308198334456473,1,B-Disease_disorder
82,ovarian cancer,9.476376950209113e-05,3.269750347312424e-05,0.00011752919349069426,1,B-Biological_structure
83,dehydration,0.0003619786231333376,0.0005252916571561028,0.00031944514149503787,0,B-Therapeutic_procedure
84,tooth,6.908485681842131e-05,1.3121027764538773e-05,8.870671206308638e-05,0,B-Biological_structure
85,ethanol,3.809898182278969e-05,2.127174706145735e-06,3.339250781702325e-05,0,B-Detailed_description
86,metoprolol,0.0003137142468671005,0.00017864365338472908,0.0003819517201068775,0,B-Medication
87,breast cancer,0.0020647229008986853,0.0010966698795603564,0.0018497504331349468,0,B-Disease_disorder
88,fatigue,0.0011275519638247475,0.003406089398598737,0.0009644463035538058,1,B-Sign_symptom
89,"complaints of blood in my stool. But after you sent me to that doctor, that gastro",7.303105106654247e-35,5.697307612570612e-41,3.5302999351193536e-35,1,B-Sign_symptom
90,bleeding,0.005275512225363577,0.0014226042730920028,0.004920090767348623,1,B-Sign_symptom
91,polyps,0.00018227414736908288,5.268917221794828e-05,0.00018670132695939437,1,B-Disease_disorder
92,iron,0.0003291249803011453,0.00027020874711742096,0.00033725221333733176,1,B-Diagnostic_procedure
93,ulcers,0.0003453624923743945,0.00016770667474994344,0.00021734695723637986,1,B-Sign_symptom
94,irritable bowel syndrome,0.0005868571287556335,0.00034603649499399374,0.00041218478577594633,0,B-Disease_disorder
95,Cialis,6.05661250346132e-07,3.00119747537091e-07,7.724025384133919e-07,0,B-Detailed_description
96,disability,0.00019216061484238426,4.0272433292389506e-05,0.0002527327377806096,0,B-Disease_disorder
97,vomiting,0.0017961921986307428,0.001134405955429996,0.0016873664147173772,0,B-Sign_symptom
98,left shoulder pain,9.548041242557542e-06,1.0926970663729986e-05,2.269724741682746e-05,0,B-Biological_structure
99,asthma or lung disease,1.5068815006713674e-08,7.225608775684632e-09,3.915482297060234e-08,0,B-Disease_disorder
100,cancer,0.0032626797893661936,0.000933548374312738,0.003221776060183181,1,B-Disease_disorder
101,fatigue,0.0009230542956518059,0.0016495226433278472,0.0007652388887568471,1,B-Sign_symptom
102,tiredness,0.0003724834316223682,7.132107709746902e-05,0.00025421239489308776,1,B-Sign_symptom
103,cholesterol,0.00020730114813890225,6.751449804844803e-05,0.00022620407034326708,1,B-Diagnostic_procedure
104,shortness of breath,0.00048532282628895425,0.003517047015578475,0.0006771318242262258,1,B-Sign_symptom
105,pain,0.0060190701001891405,0.0016197169740136835,0.004718154743485835,1,B-Sign_symptom
106,hemolysis,1.816275134109554e-05,9.395246710440362e-06,3.669869028124819e-05,0,B-Coreference
107,tendinitis,0.00010988680935692265,4.427874663452162e-05,0.00011701696396709144,0,B-Disease_disorder
108,liver cancer,0.00034432991670717267,8.341917719678934e-05,0.00030499307089255304,0,B-Biological_structure
109,tetracycline,2.0823360709306774e-05,4.118592997234222e-06,1.6962110837275015e-05,0,B-Diagnostic_procedure
110,reflux,6.28146017232509e-05,1.2010375055372476e-05,5.372817607065943e-05,0,B-Therapeutic_procedure
111,Aspirin,0.000227975706232204,0.0001917549388538297,0.00037933769783353146,0,B-Medication
112,seizures,0.0016501105389674388,0.0009340088645205224,0.0019789153250753533,1,B-Sign_symptom
113,stroke,0.0002015272399214317,2.8742226479414792e-05,0.00026698021591660805,1,B-Detailed_description
114,numbness,0.00038929340644197646,0.0001158905573098896,0.00037503199611887316,1,B-Sign_symptom
115,bleeding,0.0006500706556383746,0.0001777457942761821,0.0005959686458005243,1,B-Sign_symptom
116,alcohol,0.003065004013908122,0.0006017354247293355,0.0028793048082410263,1,B-Activity
117,traumatic stroke,5.2941696603487e-07,1.4382244874246944e-08,2.9333090399845834e-07,1,B-Disease_disorder
118,diabetic,0.0014198848531327781,0.0005232917615496548,0.0013338583787239253,1,B-Detailed_description
119,diabetes,0.006269326790738714,0.0027970081617281297,0.007104077954695985,1,B-Disease_disorder
120,liver disfunctions,3.6875778634188026e-09,3.077457803465965e-08,1.7490095161773867e-09,1,B-Biological_structure
121,heart diseases,1.1526605187938928e-05,1.3734255807037286e-06,1.2433163246280566e-05,0,B-Disease_disorder
122,Claritin,7.391441360545444e-06,3.747738099234008e-07,6.693251352609338e-06,0,B-Diagnostic_procedure
123,insomnia,0.00014335220268068497,0.0013500052812076705,0.00019474140649791623,0,B-History
124,Cholesterol,3.2500648986908604e-05,1.0536881429628743e-05,2.9323946178865845e-05,0,B-Diagnostic_procedure
125,hallucinations,0.00015735453244609157,6.600632283468802e-05,0.0002020603182376153,0,B-Sign_symptom
126,prostate or kidney stones,1.4013824825984355e-09,2.8755697954776596e-10,1.5810089780803482e-09,0,B-Biological_structure
127,hypersensitivity,0.0002016770361495624,0.00022269484552073105,0.00025140652688328757,0,B-Sign_symptom
128,Motorcycle accident,6.521827192711162e-07,1.7311207437349476e-07,7.688270309375963e-07,0,B-Disease_disorder
129,irritable bowel syndrome,0.00020069335321948575,0.00012302079011239085,0.00017884046795308689,0,B-Disease_disorder
130,headache,0.0057594516987185635,0.005432142823389989,0.0057594516987185635,1,B-Sign_symptom
131,trauma,0.00012906750447079951,9.61249766591675e-05,0.00011293320728337018,1,B-Disease_disorder
132,"nausea, vomiting",0.001067224025933715,0.00025951726986876337,0.0009895742379657153,1,B-Sign_symptom
133,chills,5.832452990570615e-05,7.8030899177768e-06,3.5334614278936485e-05,1,B-Sign_symptom
134,diarrhea,0.002525446247971878,0.00040510444534122813,0.0038596471947750714,1,B-Sign_symptom
135,bad migraine,2.022125631490725e-07,2.427368247760827e-08,1.2988512902503548e-07,1,B-Sign_symptom
136,throbbing,3.2266602209219665e-05,4.77501752500609e-06,2.9829777899700914e-05,1,B-Detailed_description
137,fever,0.0014770987783172696,0.0013614170957391674,0.0012245578976537127,1,B-Sign_symptom
138,cough,0.008170873175457888,0.0028592259453423217,0.00822709338352328,1,B-Sign_symptom
139,diabetes and kidney disease,1.817345374646142e-07,1.483646831415653e-07,2.656313318497071e-07,0,B-Disease_disorder
140,bad cough,0.00017405931953167202,2.6360346469828977e-05,0.00022159645511335148,0,B-Lab_value
141,breast reduction,2.919356040735419e-06,4.332726306919896e-06,2.1204201605044263e-06,0,B-Disease_disorder
142,choking,7.391550067316913e-05,1.8215574674259623e-05,6.322327811638386e-05,0,B-Sign_symptom
143,pneumonia,0.004163756947041066,0.006843458649602064,0.005615753531852953,0,B-Disease_disorder
144,dizziness,0.002939125326173835,0.005872826572744919,0.002903149781070651,0,B-Sign_symptom
145,skin disease,1.7900521579796686e-06,5.338702512229902e-08,3.536932259108371e-06,0,B-Disease_disorder
146,Abilify,8.794462522916812e-07,4.8219395090963146e-08,8.719465264990002e-07,0,B-Lab_value
147,Aspirin,3.4769767833296956e-05,6.291906859954796e-05,6.362721006062131e-05,0,B-Medication
148,vomiting,0.001835712664221637,0.0002350895658985214,0.0019541059592292735,1,B-Sign_symptom
149,Fever,3.6245112983504486e-05,6.923713904877869e-05,2.8945725962245757e-05,1,B-Sign_symptom
150,chest pain,0.001969946921492583,0.005776607441261569,0.0018321166704766301,1,B-Biological_structure
151,pimples,1.8265710602890966e-06,4.996543597101563e-07,1.7842833019724943e-06,1,B-Family_history
152,chills,0.0002296721961003291,0.00035597816305631467,0.000188485495685918,1,B-Sign_symptom
153,nausea,0.004403645757023804,0.001981607978399716,0.003429562763939208,1,B-Sign_symptom
154,headache,0.005691180973041702,0.003911207856523643,0.006407266769489505,1,B-Sign_symptom
155,Accutane,2.8453672348621843e-05,9.093881944783032e-06,1.2544386069846967e-05,1,B-Diagnostic_procedure
156,pain,0.004108573052215923,0.0011862683322223493,0.0038596471947750714,1,B-Sign_symptom
157,"excessive sweating? 
Patient: No",9.090449654365365e-18,3.1960793027809643e-21,1.3389052211546052e-17,0,B-Detailed_description
158,Zyrtec,6.375080173765307e-07,1.1975579710468328e-07,4.3547179890902097e-07,0,B-Medication
159,heart complications,1.4292024450733872e-06,2.191383688424235e-06,1.974035960592735e-06,0,B-Disease_disorder
160,ulcerative colitis,9.348268017691701e-05,6.411249342241122e-05,0.00014072595257584068,0,B-Disease_disorder
161,ecchymosis,0.00015925381305949022,1.3217489538216737e-05,0.00017353701362771216,0,B-Disease_disorder
162,bowel movements,1.1018603350230939e-05,4.740984077546764e-06,1.5517100253533896e-05,0,B-Diagnostic_procedure
163,malalignment,2.8765255251303907e-07,2.3043717168805542e-07,4.426451073676113e-07,0,B-Disease_disorder
164,swelling,0.0005003481509238708,0.0007322767735008319,0.0004148031863436105,0,B-Sign_symptom
165,rheumatological disorders,9.533635619044776e-09,7.73151222864658e-09,1.781097493975827e-08,0,B-Disease_disorder
166,osteoarthritis,0.0020574048824821066,0.007728781021592513,0.002969414522303051,1,B-Disease_disorder
167,osteoporosis,0.002754716887377824,0.001167351076125598,0.0030096656752371972,1,B-Disease_disorder
168,Lexapro,8.59364569912648e-06,5.68680355158034e-06,9.154643052023838e-06,1,B-Medication
169,bone pain,6.271468626784841e-06,1.866031322421022e-06,6.194787161317515e-06,1,B-Biological_structure
170,pain,0.08281041835192066,0.017769653878337455,0.07608247726181029,1,B-Sign_symptom
171,Addison's disease,5.262594036219929e-06,2.8123373524985642e-05,8.070600072666249e-06,0,B-Disease_disorder
172,liver disease,0.0005127350592014731,9.457312271945004e-05,0.0005207568623966432,0,B-Biological_structure
173,irritable bowel syndrome,0.0004242627217299972,0.0004987834886250529,0.0004500379513692093,0,B-Disease_disorder
174,diarrhea,0.00015588531209023913,4.583496771180854e-05,0.00014193519184512303,0,B-Sign_symptom
175,death,0.0003069149145787056,6.08232163777989e-05,0.0004441212265626319,0,B-Outcome
176,chest pain,0.0015619927016730227,0.0033752877737680963,0.0014617120401733841,1,B-Biological_structure
177,hypertension,0.023960766869679975,0.031509686686705236,0.02114530254604417,1,B-Sign_symptom
178,hydrochlorothiazide,0.0007952195492358387,0.003852063360781741,0.0004826222579110504,1,B-Medication
179,ankle swelling,4.2585071516083894e-05,5.443127048812662e-05,4.114811664221535e-05,1,B-Biological_structure
180,potassium,0.0007995540685675583,0.0011603570889869702,0.0007465204849763865,1,B-Diagnostic_procedure
181,shortness of breath,0.0011979089139149122,0.0009313162742231341,0.0016224965692047079,1,B-Sign_symptom
182,potassium chloride,4.048618715202382e-05,0.0009702611182173781,3.225815430552121e-05,1,B-Diagnostic_procedure
183,blurred vision,0.00024178524576182807,0.00013445363401726434,0.00021935353383418827,0,B-Sign_symptom
184,nausea,0.00196681951552524,0.001265622283631083,0.001531760578851178,0,B-Sign_symptom
185,breast augmentation,1.5964497618052116e-05,9.125688762764775e-06,2.2909080445393982e-05,0,B-Biological_structure
186,renal cancer,6.386690131895795e-06,3.0452177156173393e-07,5.980256487710703e-06,0,B-Disease_disorder
187,"bad, looks like from elbow to wrist.",1.0799950598220882e-19,4.632137681368868e-21,1.9659795638544847e-19,0,other
188,inflammation,0.00032492603050017423,0.0002918387907735895,0.00032492603050017423,0,B-Disease_disorder
189,pleural effusion,0.00019282598545631785,6.675486068545995e-05,0.00014601450678892376,0,B-Disease_disorder
190,anxiousness,1.4968744960817338e-05,8.73310493249562e-06,1.1201870328377177e-05,1,B-Sign_symptom
191,anxiety,0.054644167208540456,0.015086405593761369,0.03711116170626928,1,B-Sign_symptom
192,depression,0.006864874644612031,0.004055442888822431,0.007352562404874181,1,B-Sign_symptom
193,mood disorders,9.425925878645291e-05,2.7010669128385916e-05,0.00011943699071526,1,B-Disease_disorder
194,nervousness,0.00017161799679188004,6.3841151043323894e-06,0.00013284489676602937,1,B-Sign_symptom
195,thirst,7.158586590785051e-06,9.534998019008593e-07,6.9994498839801205e-06,0,B-Sign_symptom
196,fracture,0.0004441212265626319,9.750525151967229e-05,0.00043885675348220393,0,B-Disease_disorder
197,deaths,0.00014699852577166656,6.0412373564146586e-05,0.000157441594034592,0,B-Diagnostic_procedure
198,Cialis,3.3612221768889043e-07,6.84757790142109e-08,4.876138672190263e-07,0,B-Detailed_description
199,Pneumonia,0.00012741372743037597,0.0002118109686306066,0.00011263574629318339,0,B-Disease_disorder
200,arthritis,0.0006226933347083421,0.0006086450822775594,0.0008198923555849569,1,B-Disease_disorder
201,degenerative joint disease of both knees,2.111573721928549e-06,9.336760628764705e-07,1.235446387774608e-06,1,B-Disease_disorder
202,stenosis,4.9342524637611874e-05,7.2199470139268585e-06,3.2924237147615075e-05,1,B-Coreference
203,steroids,0.0006797146365534481,0.0001153822421079959,0.0004972898513262889,1,B-Medication
204,pain,0.003199759910371833,0.001119406261279109,0.002633534812574119,1,B-Sign_symptom
205,sudden mood,1.554177309093318e-08,1.204297250074575e-08,1.4094460346331943e-08,0,B-Detailed_description
206,sores,1.8569552145276262e-05,6.2416825158081085e-06,2.5497316414115696e-05,0,B-Sign_symptom
207,hernia,0.0011763897080560286,0.0002260901521576351,0.0014189372969166138,0,B-Disease_disorder
208,abortion,8.915911281307348e-05,6.6893916705684255e-06,9.490938155154903e-05,0,B-Activity
209,melanoma,0.0006676148650649877,0.00013174348946994445,0.0007989900542681025,0,B-Disease_disorder
210,numbness,0.0007394327649608704,0.00023714461368944584,0.0006492782259271679,1,B-Sign_symptom
211,hydrocephalus,9.30058307071974e-05,4.14669916309364e-05,0.00012113240190277822,1,B-Coreference
212,head fullness,9.947042232884086e-08,1.728451139865602e-10,3.8536010312947544e-08,1,B-Sign_symptom
213,headache,0.0039355430561079765,0.0018153090061785073,0.004718154743485835,1,B-Sign_symptom
214,pain,0.0034518757501229703,0.0009503996065310058,0.002525446247971878,1,B-Sign_symptom
215,cough,0.00690709316829007,0.0034993059443802718,0.009440877005641193,1,B-Sign_symptom
216,fullness,0.0005006249700334147,7.173333323304885e-06,0.00022005003624381669,0,B-Sign_symptom
217,renal cancer,6.41852832118943e-06,1.2120692525268263e-07,6.404213018704859e-06,0,B-Disease_disorder
218,bleed,2.8227722374064838e-05,1.1502161759393435e-05,3.1986199941771413e-05,0,B-Sign_symptom
219,sores,6.31301240874866e-05,1.3655158095215408e-05,7.345059827798198e-05,0,B-Sign_symptom
220,bone abnormalities,3.7895404481805125e-06,5.772854058716956e-07,7.908858480997246e-06,0,B-Diagnostic_procedure
221,pneumonia,0.0004555721757135255,0.0001859047034691053,0.0006226933347083421,0,B-Disease_disorder
222,bronchiectasis,0.0005486991693189491,0.00011994159405881865,0.0008420116925326633,1,B-Disease_disorder
223,pneumonia,0.0020801349657379306,0.0022647289192798017,0.002509121718551367,1,B-Disease_disorder
224,prostate,0.00018874984330644788,4.454989270989012e-05,0.0002192445027505192,1,B-Biological_structure
225,inherited lung disease,3.7359346825131746e-09,5.617272101590197e-09,3.3172264824793128e-09,1,B-Detailed_description
226,diabetes,0.0056543930781076945,0.00411692943374822,0.006363482427423741,1,B-Disease_disorder
227,Chantix,2.3548468670907445e-06,7.721845869604e-07,2.06390460341248e-06,0,B-Sign_symptom
228,bad vision,1.9863475651995453e-06,6.051056655740981e-07,3.1741750060443263e-06,0,B-Lab_value
229,choking,5.407773551390656e-05,1.0466298874300535e-05,4.1843545596827875e-05,0,B-Sign_symptom
230,Ca,6.750316988021913e-05,1.5907455723346875e-05,5.773852093548458e-05,0,B-Disease_disorder
231,nodding,2.484812119755943e-07,3.0625984871367655e-08,2.709905195199119e-07,0,B-Clinical_event
232,sudden movements,6.478666770823018e-08,6.782349404871939e-08,6.26129319189614e-08,1,B-Detailed_description
233,inflammation,0.0002508047023448239,0.0002915832483323868,0.0002356092135977731,1,B-Disease_disorder
234,sinusitis,0.0013068211810962347,0.00026808160889901957,0.0010837586373805145,1,B-Sign_symptom
235,allergy,0.0013430360753998285,0.0004962551167068257,0.0011771258877103744,1,B-Sign_symptom
236,infections,0.000279592044823424,0.00023661618989816668,0.00023178994637021815,1,B-Disease_disorder
237,throat,0.00011811663375654725,7.618169944133281e-05,0.00010685123692403506,1,B-Biological_structure
238,infection,0.0011929363382872057,0.0004074726548646725,0.0008781383523804138,1,B-Disease_disorder
239,dizziness,0.001393116576946719,0.0011073821719766528,0.0013491710799067855,1,B-Sign_symptom
240,fullness,1.4572331834622741e-06,1.6652465528293776e-07,1.001540743692059e-06,1,B-Sign_symptom
241,sensorineural hearing loss,1.2932445692689295e-05,4.907276290504912e-06,1.6110628831685572e-05,1,B-Sign_symptom
242,Sinusitis,0.0008597660376267992,0.0008032983769955285,0.0007534712318421239,1,B-Sign_symptom
243,substance abuse,0.00014713062504700036,4.701923357819767e-05,0.00021400153501518367,0,B-History
244,Prevacid,3.6549646737277773e-06,1.3912021524865925e-05,2.655835137502688e-06,0,B-Medication
245,kyphosis,1.821253767155619e-05,9.041546483016194e-07,1.899346168240636e-05,0,B-Disease_disorder
246,phimosis,1.572037966517842e-06,4.456900156228247e-07,2.066319248659473e-06,0,B-Disease_disorder
247,pneumonia,0.0014649568366275755,0.001367778373992547,0.0018231682401924282,0,B-Disease_disorder
248,cerebrovascular disease,1.3918125144838826e-05,1.1330011015462556e-06,2.144939753352171e-05,0,B-Disease_disorder
249,Reglan,1.1527240321382559e-05,4.308026906828115e-06,6.708240915460311e-06,0,B-Detailed_description
250,breast cancer,0.0010633382149520863,0.000546339627378745,0.0010043969473124783,0,B-Disease_disorder
251,Alzheimer,0.0016089403248604256,0.0015376366414894596,0.0018231682401924282,0,B-Disease_disorder
252,Fluticasone inhaler,1.0605210824921845e-07,2.6682657815662352e-08,9.404535402899127e-08,0,B-Medication
253,disability,0.00013809233532422694,3.780147970103677e-05,0.0001817600767811633,0,B-Disease_disorder
254,dislocating,2.5647106313347384e-06,1.0444758625617427e-06,2.384018854561191e-06,1,B-Therapeutic_procedure
255,bleeding,0.0006255193457990086,0.00025999691064856157,0.0005876210444861283,1,B-Sign_symptom
256,infection,0.0010313070506532543,0.0008210133519174096,0.0007088062790555198,1,B-Disease_disorder
257,left patellar chondromalacia,7.58773294245664e-08,8.659444317255327e-11,3.6882587056332235e-08,1,B-Biological_structure
258,pain,0.0022795664673384507,0.0011420901689407792,0.0017840129248134042,1,B-Sign_symptom
259,Tramadol,4.704120650086855e-05,5.674551163654912e-05,5.8421584646738725e-05,0,B-Medication
260,diabetes or heart disease,4.883134503408377e-10,1.2681691282173074e-10,1.9765924889075163e-09,0,B-Disease_disorder
261,Levaquin,1.3979562486007415e-06,3.181531713184042e-06,1.7437447361790007e-06,0,B-Detailed_description
262,Bactrim,1.6094941948875994e-05,2.296929734880288e-06,1.7037058069024544e-05,0,B-Medication
263,glucotrol,5.840069012343189e-08,6.9599500612812e-08,1.295840074432762e-07,0,B-Medication
264,numbness,0.0010454469504234962,0.00044711643422728375,0.0010974040285182385,1,B-Sign_symptom
265,trauma,0.0005062755356629077,0.00014004469888186246,0.00048715495633458076,1,B-Disease_disorder
266,Naprosyn,2.2536021192509416e-06,4.2095327097625e-08,8.364236113966787e-07,1,B-Coreference
267,cramping,3.343669193600205e-05,4.151237115522565e-06,3.323231540077644e-05,1,B-Therapeutic_procedure
268,shock,0.000331266291495508,0.0005010660783995594,0.00029045177567897667,1,B-Sign_symptom
269,pain,0.029248885751373563,0.02218780354557728,0.032538814823386976,1,B-Sign_symptom
270,blood malignancies,1.4845374733243463e-06,2.645244803903088e-07,3.298509823882707e-06,0,B-Disease_disorder
271,redness,0.00018407157158157784,0.00017542446090102547,0.0001771196792366697,0,B-Sign_symptom
272,tetracycline,0.0001031315386735693,2.2350565355053233e-05,7.795504761771624e-05,0,B-Diagnostic_procedure
273,heart disease,0.00010874478969432766,1.099500268780048e-05,0.00020253812855122575,0,B-Disease_disorder
274,inflammation,0.0003111958815006568,0.0008113561382753643,0.0003091843057931238,0,B-Disease_disorder
